Longitude,Latitude,date,tmin,tmax,prec,rhmax,rhmin,wind,rad
12.44986,45.64986,1/1/2004,3.88,10,0,78,53,4.606481481,4.954
12.44986,45.64986,1/2/2004,2.64,7.01,0,63,49,5.162037037,3.285
12.44986,45.64986,1/3/2004,-0.71,5.55,0,49,33,6.516203704,5.702
12.44986,45.64986,1/4/2004,-4.57,3.65,0,55,32,6.203703704,6.393
12.44986,45.64986,1/5/2004,-5.42,3.37,0,62,28,4.050925926,6.082
12.44986,45.64986,1/6/2004,-3.16,3.21,0,60,39,7.1875,5.486
12.44986,45.64986,1/7/2004,-0.47,5.99,0,77,34,3.611111111,3.068
12.44986,45.64986,1/8/2004,1.09,6.5,0,87,59,3.449074074,2.369
12.44986,45.64986,1/9/2004,1.79,6.06,1.7,99,90,1.840277778,0.983
12.44986,45.64986,1/10/2004,-1.41,5.89,0,99,73,2.418981481,5.549
12.44986,45.64986,1/11/2004,-2.38,4.82,0,87,39,3.611111111,6.138
12.44986,45.64986,1/12/2004,0.1,7.46,0,99,64,2.546296296,3.171
12.44986,45.64986,1/13/2004,0.21,7.87,0,99,81,2.222222222,1.764
12.44986,45.64986,1/14/2004,-0.17,9.13,0,98,70,2.118055556,4.678
12.44986,45.64986,1/15/2004,3.7,10.51,0,86,64,3.37962963,2.699
12.44986,45.64986,1/16/2004,-1.74,7.32,0,69,40,4.351851852,4.639
12.44986,45.64986,1/17/2004,1.46,6.95,7.4,99,74,4.247685185,0.317
12.44986,45.64986,1/18/2004,1.55,7.03,10.8,87,59,7.395833333,0.882
12.44986,45.64986,1/19/2004,2.97,10.05,0,76,39,4.340277778,5.672
12.44986,45.64986,1/20/2004,-0.66,7.31,0,84,61,3.37962963,3.697
12.44986,45.64986,1/21/2004,-0.9,7.4,0,71,33,4.0625,6.722
12.44986,45.64986,1/22/2004,-1.6,5.38,0,68,24,4.039351852,7.536
12.44986,45.64986,1/23/2004,-1.5,2.36,0,61,30,5.092592593,6.93
12.44986,45.64986,1/24/2004,-5.77,4.34,0,66,29,3.449074074,7.961
12.44986,45.64986,1/25/2004,-2.6,3.05,0,78,39,2.083333333,4.128
12.44986,45.64986,1/26/2004,-4.31,2.94,1.1,88,61,3.06712963,2.559
12.44986,45.64986,1/27/2004,-1.3,5.97,3.3,99,73,2.118055556,3.345
12.44986,45.64986,1/28/2004,-1.13,8.41,0,99,49,3.368055556,6.04
12.44986,45.64986,1/29/2004,-2.91,5.98,0,79,57,3.4375,4.805
12.44986,45.64986,1/30/2004,-3.99,7.76,0,57,10,4.247685185,9.065
12.44986,45.64986,1/31/2004,-1.99,7.05,0,70,33,3.466666667,7.77
12.44986,45.64986,2/1/2004,0.69,8.32,0,89,53,2.12962963,2.881
12.44986,45.64986,2/2/2004,-1.63,9.06,0,95,68,2.118055556,4.434
12.44986,45.64986,2/3/2004,0.65,9.53,0,97,63,2.395833333,6.151
12.44986,45.64986,2/4/2004,0.53,10.04,0,99,60,1.666666667,6.32
12.44986,45.64986,2/5/2004,-1.99,7.34,0,99,66,1.921296296,9.185
12.44986,45.64986,2/6/2004,-0.49,6.69,0,99,78,1.493055556,8.334
12.44986,45.64986,2/7/2004,1.1,7.56,0,99,96,1.921296296,0.401
12.44986,45.64986,2/8/2004,3.13,8.39,0,99,93,2.87037037,1.658
12.44986,45.64986,2/9/2004,-2.62,11.75,0,98,10,4.247685185,10.426
12.44986,45.64986,2/10/2004,-1.39,10.49,0,62,10,3.599537037,10.12
12.44986,45.64986,2/11/2004,0.49,10.55,0,84,50,2.974537037,8.612
12.44986,45.64986,2/12/2004,-0.49,5.78,0,56,39,4.722222222,3.767
12.44986,45.64986,2/13/2004,-0.45,5.06,0,79,47,1.469907407,2.332
12.44986,45.64986,2/14/2004,-1.61,7.74,0,84,40,3.06712963,8.384
12.44986,45.64986,2/15/2004,-1.3,8.79,0,82,37,2.962962963,10.081
12.44986,45.64986,2/16/2004,-1.1,10.83,0,79,42,3.333333333,10.139
12.44986,45.64986,2/17/2004,0.95,11.13,0,92,46,3.06712963,9.744
12.44986,45.64986,2/18/2004,-1.54,7.28,0,93,74,2.789351852,6.205
12.44986,45.64986,2/19/2004,0.98,3.72,13.2,79,45,10.43981481,1.087
12.44986,45.64986,2/20/2004,1.39,6.86,7.3,55,38,10.90277778,4.706
12.44986,45.64986,2/21/2004,2.53,5.76,35.4,95,39,10.49768519,0.932
12.44986,45.64986,2/22/2004,4.16,9.83,8.9,99,95,5.706018519,0.901
12.44986,45.64986,2/23/2004,3.53,10.31,10.9,99,83,4.675925926,0.938
12.44986,45.64986,2/24/2004,-0.33,4.53,4.1,97,60,5.775462963,2.338
12.44986,45.64986,2/25/2004,-3.77,5.14,0,84,45,3.252314815,10.915
12.44986,45.64986,2/26/2004,0.92,5.85,6.9,95,70,5.115740741,2.237
12.44986,45.64986,2/27/2004,-0.71,5.2,4.5,99,79,5,1.58
12.44986,45.64986,2/28/2004,-0.11,7.05,8.3,97,54,5.99537037,6.179
12.44986,45.64986,2/29/2004,-1.3,5.64,0,79,32,3.544444444,6.052
12.44986,45.64986,3/1/2004,-0.65,8.24,0,52,10,3.854166667,14.253
12.44986,45.64986,3/2/2004,-2.28,8.9,0,74,26,3.171296296,9.6
12.44986,45.64986,3/3/2004,-2.43,10.05,0,72,27,4.108796296,10.633
12.44986,45.64986,3/4/2004,-0.42,11.17,0,68,27,3.912037037,14.464
12.44986,45.64986,3/5/2004,0.59,8.28,0,55,35,4.282407407,10.887
12.44986,45.64986,3/6/2004,1.59,5.2,4.3,67,30,4.155092593,4.986
12.44986,45.64986,3/7/2004,0.13,5.61,18.9,96,71,5.115740741,2.904
12.44986,45.64986,3/8/2004,0.16,8.16,7.6,90,52,3.657407407,7.266
12.44986,45.64986,3/9/2004,1.6,12.14,0,95,47,2.5,12.213
12.44986,45.64986,3/10/2004,1.08,7.55,0,87,30,2.951388889,12.305
12.44986,45.64986,3/11/2004,2.03,7.46,7.6,58,32,7.650462963,6.365
12.44986,45.64986,3/12/2004,2.6,10.72,0,76,26,3.738425926,15.137
12.44986,45.64986,3/13/2004,4.07,11.02,0,82,50,2.696759259,11.01
12.44986,45.64986,3/14/2004,6.98,13.36,0,81,66,2.488425926,2.897
12.44986,45.64986,3/15/2004,6.11,15.14,0,88,53,2.916666667,14.422
12.44986,45.64986,3/16/2004,4.65,18.67,0,82,21,3.49537037,16.919
12.44986,45.64986,3/17/2004,5.66,20.43,0,81,25,3.75,16.581
12.44986,45.64986,3/18/2004,4.41,18.75,0,70,24,3.969907407,16.086
12.44986,45.64986,3/19/2004,5.66,17.46,0,86,32,3.530092593,14.302
12.44986,45.64986,3/20/2004,6.83,15.85,0,99,72,2.488425926,7.314
12.44986,45.64986,3/21/2004,9.94,15.68,0,99,87,2.581018519,1.536
12.44986,45.64986,3/22/2004,8.9,16.68,11.2,99,54,6.354166667,2.374
12.44986,45.64986,3/23/2004,5.49,11.03,4.1,88,62,5.173611111,3.519
12.44986,45.64986,3/24/2004,5.4,12.59,2.4,99,91,1.689814815,2.594
12.44986,45.64986,3/25/2004,3.93,14.22,2,99,62,1.93287037,9.465
12.44986,45.64986,3/26/2004,6.1,10.33,4.5,74,44,5.173611111,9.792
12.44986,45.64986,3/27/2004,2.79,12.4,0,63,24,2.974537037,20.182
12.44986,45.64986,3/28/2004,3.08,13.44,0,75,36,2.997685185,18.196
12.44986,45.64986,3/29/2004,1.42,15.41,0,67,23,4.849537037,19.907
12.44986,45.64986,3/30/2004,4.3,15.87,0,47,22,7.962962963,20.433
12.44986,45.64986,3/31/2004,6.68,15.69,0,68,21,4.1,18.908
12.44986,45.64986,4/1/2004,9.03,15.07,0,100,73,2.430555556,4.672
12.44986,45.64986,4/2/2004,8.44,19.38,0,89,46,3.634259259,14.631
12.44986,45.64986,4/3/2004,8.47,16.84,0,100,68,2.12962963,13.961
12.44986,45.64986,4/4/2004,9.91,15.46,0,100,70,1.840277778,10.185
12.44986,45.64986,4/5/2004,9.12,19.35,0,100,78,3.391203704,2.789
12.44986,45.64986,4/6/2004,8.71,15.67,10.9,97,70,7.766203704,3.572
12.44986,45.64986,4/7/2004,6.14,14.11,3.5,92,45,4.62962963,11.087
12.44986,45.64986,4/8/2004,2.18,14.49,0,88,32,4.733796296,22.119
12.44986,45.64986,4/9/2004,6.94,12.74,2.7,76,35,5.972222222,7.665
12.44986,45.64986,4/10/2004,5.88,15.86,0,76,49,5.543981481,12.429
12.44986,45.64986,4/11/2004,4.22,16.82,0,81,35,3.368055556,21.668
12.44986,45.64986,4/12/2004,8.56,15.13,7.2,70,23,4.270833333,8.418
12.44986,45.64986,4/13/2004,6.86,16.37,1.8,99,38,2.395833333,9.272
12.44986,45.64986,4/14/2004,6.56,15.15,0,97,57,2.465277778,15.086
12.44986,45.64986,4/15/2004,7.46,14.97,2.7,89,38,2.708333333,10.377
12.44986,45.64986,4/16/2004,9,13.67,5.9,99,64,1.967592593,7.832
12.44986,45.64986,4/17/2004,8.58,16.55,1.6,99,63,2.511574074,10.168
12.44986,45.64986,4/18/2004,10.75,15,1.8,100,82,1.909722222,6.828
12.44986,45.64986,4/19/2004,9.5,16.31,3.9,100,76,3.657407407,6.779
12.44986,45.64986,4/20/2004,9.09,19.65,3.8,92,46,3.055555556,16.915
12.44986,45.64986,4/21/2004,10.28,22.19,0,86,26,3.090277778,24.564
12.44986,45.64986,4/22/2004,9.32,22.34,0,85,31,3.391203704,23.771
12.44986,45.64986,4/23/2004,9.82,23.91,0,87,40,4.050925926,18.074
12.44986,45.64986,4/24/2004,10.78,22.67,7.2,91,38,4.826388889,9.758
12.44986,45.64986,4/25/2004,7.67,19.74,0,85,18,3.518518519,20.852
12.44986,45.64986,4/26/2004,8.7,19.66,0,70,30,3.37962963,17.167
12.44986,45.64986,4/27/2004,8.96,20.15,0,60,29,3.553240741,22.267
12.44986,45.64986,4/28/2004,8.88,21.02,0,87,29,3.449074074,23.187
12.44986,45.64986,4/29/2004,11.67,19.35,0,88,59,3.18287037,8.418
12.44986,45.64986,4/30/2004,13.12,17.12,5.1,100,55,2.822222222,6.123
12.44986,45.64986,5/1/2004,12.36,19.28,0,100,78,2.013888889,6.214
12.44986,45.64986,5/2/2004,9.99,20.36,0,100,57,2.881944444,19.825
12.44986,45.64986,5/3/2004,10.96,18.07,0,91,70,3.576388889,9.171
12.44986,45.64986,5/4/2004,12.4,16.21,22.9,97,74,4.43287037,6.021
12.44986,45.64986,5/5/2004,12,17.22,12.8,100,78,3.576388889,5.433
12.44986,45.64986,5/6/2004,10.05,17.85,5.5,100,51,4.212962963,15.771
12.44986,45.64986,5/7/2004,7.22,15.74,13.3,97,76,4.363425926,6.261
12.44986,45.64986,5/8/2004,7.69,15.89,4.9,98,63,3.530092593,13.989
12.44986,45.64986,5/9/2004,8.03,17.43,5,100,78,3.530092593,7.666
12.44986,45.64986,5/10/2004,7.82,18.94,0,100,44,2.87037037,22.781
12.44986,45.64986,5/11/2004,11.24,20.36,0,97,51,3.125,26.091
12.44986,45.64986,5/12/2004,9.12,20.99,0,100,38,2.453703704,18.085
12.44986,45.64986,5/13/2004,11.32,20.9,0,100,53,2.118055556,15.745
12.44986,45.64986,5/14/2004,10.07,21.39,1.4,100,26,3.020833333,23.966
12.44986,45.64986,5/15/2004,11.97,21.17,0,82,36,2.615740741,25.702
12.44986,45.64986,5/16/2004,11.16,22.5,0,90,24,3.425925926,21.577
12.44986,45.64986,5/17/2004,11.85,22.39,0,81,38,2.395833333,19.816
12.44986,45.64986,5/18/2004,13.33,22.35,0,87,39,2.905092593,25.143
12.44986,45.64986,5/19/2004,12.29,23.4,0,93,28,3.020833333,25.971
12.44986,45.64986,5/20/2004,13.58,23.88,0,78,28,3.634259259,26.558
12.44986,45.64986,5/21/2004,14.94,23.74,0,79,41,3.981481481,20.69
12.44986,45.64986,5/22/2004,13.12,22.19,13.1,94,56,4.699074074,4.8
12.44986,45.64986,5/23/2004,8.28,18.81,5.2,78,42,3.703703704,19.386
12.44986,45.64986,5/24/2004,9.29,18.99,0,71,19,3.391203704,29.589
12.44986,45.64986,5/25/2004,7.07,20.21,0,78,23,3.715277778,28.221
12.44986,45.64986,5/26/2004,9.6,20.81,0,79,32,3.506944444,25.704
12.44986,45.64986,5/27/2004,10.87,21.68,0,76,24,3.263888889,26.395
12.44986,45.64986,5/28/2004,12.92,19.74,0,92,60,5.023148148,6.289
12.44986,45.64986,5/29/2004,10.73,21.22,0,82,43,1.956018519,13.851
12.44986,45.64986,5/30/2004,12.2,23.46,0,72,25,3.449074074,28.549
12.44986,45.64986,5/31/2004,11.86,24.04,0,71,31,3.533333333,25.033
12.44986,45.64986,6/1/2004,15.29,19.63,0,94,44,2.986111111,10.072
12.44986,45.64986,6/2/2004,13.73,22.64,3.7,95,48,3.229166667,23.917
12.44986,45.64986,6/3/2004,12.4,23.1,0,90,42,3.49537037,19.229
12.44986,45.64986,6/4/2004,13.58,24.65,0,78,36,2.881944444,21.422
12.44986,45.64986,6/5/2004,15.18,23.09,3.9,96,51,3.275462963,13.869
12.44986,45.64986,6/6/2004,13.79,23.27,0,96,38,2.905092593,22.848
12.44986,45.64986,6/7/2004,13.38,25.07,0,87,34,3.611111111,28.228
12.44986,45.64986,6/8/2004,14.65,27.3,0,92,45,3.171296296,26.905
12.44986,45.64986,6/9/2004,15.86,28.85,0,91,32,3.090277778,27.172
12.44986,45.64986,6/10/2004,18.2,29.49,0,89,41,3.136574074,23.583
12.44986,45.64986,6/11/2004,17.89,30.18,0,88,41,4.247685185,23.078
12.44986,45.64986,6/12/2004,17.72,27.34,13.3,92,23,4.490740741,23.776
12.44986,45.64986,6/13/2004,13.49,21.66,0,87,46,4.375,10.845
12.44986,45.64986,6/14/2004,15.58,25.25,0,72,31,3.622685185,24.316
12.44986,45.64986,6/15/2004,14.35,25.3,0,87,36,3.229166667,26.97
12.44986,45.64986,6/16/2004,17.29,25.83,0,91,50,2.418981481,19.876
12.44986,45.64986,6/17/2004,17.02,25.11,0,75,33,3.69212963,29.103
12.44986,45.64986,6/18/2004,16.16,27.07,0,78,34,3.344907407,25.018
12.44986,45.64986,6/19/2004,17.6,25.17,0,91,49,5.011574074,16.888
12.44986,45.64986,6/20/2004,15.32,21.21,14.6,97,85,4.560185185,4.806
12.44986,45.64986,6/21/2004,12.84,23.4,0,95,60,4.328703704,19.433
12.44986,45.64986,6/22/2004,14.58,24.77,0,92,49,3.530092593,20.013
12.44986,45.64986,6/23/2004,15.97,24.96,0,97,64,2.337962963,15.757
12.44986,45.64986,6/24/2004,18.12,26.7,0,93,53,3.75,16.999
12.44986,45.64986,6/25/2004,17.69,25.56,0,97,65,4.918981481,11.971
12.44986,45.64986,6/26/2004,16.24,26.29,0,71,27,3.831018519,29.201
12.44986,45.64986,6/27/2004,16.8,27.21,0,90,43,3.18287037,25.988
12.44986,45.64986,6/28/2004,19.42,28.66,0,89,54,2.75462963,19.254
12.44986,45.64986,6/29/2004,19.24,27.56,0,92,54,5.787037037,21.198
12.44986,45.64986,6/30/2004,17.72,27.65,0,78,35,3.933333333,27.978
12.44986,45.64986,7/1/2004,16.59,27.02,12.7,91,37,3.263888889,20.557
12.44986,45.64986,7/2/2004,17.77,26.55,6.3,94,67,7.453703704,7.525
12.44986,45.64986,7/3/2004,14.32,26.04,0,81,30,4.224537037,29.154
12.44986,45.64986,7/4/2004,15.72,28.15,0,78,40,4.62962963,27.611
12.44986,45.64986,7/5/2004,17.52,28.48,0,86,47,3.287037037,26.564
12.44986,45.64986,7/6/2004,18.41,29.09,0,84,51,3.449074074,23.87
12.44986,45.64986,7/7/2004,19.67,29.36,0,79,40,6.099537037,25.242
12.44986,45.64986,7/8/2004,20.16,28.82,0,83,46,3.472222222,21.13
12.44986,45.64986,7/9/2004,19.99,29.51,0,76,37,3.993055556,20.131
12.44986,45.64986,7/10/2004,17.01,27.05,0,85,34,4.733796296,20.282
12.44986,45.64986,7/11/2004,15.58,22.46,0,85,44,6.631944444,14.089
12.44986,45.64986,7/12/2004,12.89,23.44,0,77,39,4.31712963,16.533
12.44986,45.64986,7/13/2004,12.78,25.27,1.8,76,33,4.224537037,24.524
12.44986,45.64986,7/14/2004,14.44,26.11,0,76,31,3.37962963,22.854
12.44986,45.64986,7/15/2004,16.83,26.21,0,87,44,2.986111111,21.401
12.44986,45.64986,7/16/2004,17.73,27.74,0,93,50,2.395833333,19.356
12.44986,45.64986,7/17/2004,17.97,28.67,0,94,37,3.229166667,24.199
12.44986,45.64986,7/18/2004,18.48,29.18,0,82,38,3.715277778,26.18
12.44986,45.64986,7/19/2004,18.37,29.86,0,80,26,3.159722222,24.805
12.44986,45.64986,7/20/2004,20.9,30.91,0,86,32,3.622685185,24.732
12.44986,45.64986,7/21/2004,19.94,31.71,0,86,33,3.599537037,24.641
12.44986,45.64986,7/22/2004,20.72,32.89,0,76,34,3.900462963,24.91
12.44986,45.64986,7/23/2004,21.24,33.66,0,76,36,4.259259259,19.681
12.44986,45.64986,7/24/2004,21,31.97,0,82,36,4.050925926,13.829
12.44986,45.64986,7/25/2004,20.01,30.55,0,70,39,2.337962963,11.795
12.44986,45.64986,7/26/2004,19.82,30.46,9.9,95,14,3.865740741,23.1
12.44986,45.64986,7/27/2004,15.86,26.4,0,94,32,3.136574074,23.295
12.44986,45.64986,7/28/2004,16.49,26.06,0,83,25,3.506944444,25.207
12.44986,45.64986,7/29/2004,16.38,27.38,0,72,35,3.240740741,25.75
12.44986,45.64986,7/30/2004,16.78,28.52,0,85,43,2.858796296,25.824
12.44986,45.64986,7/31/2004,19.5,30.35,0,84,41,3.255555556,24.49
12.44986,45.64986,8/1/2004,19.88,30.43,0,90,45,3.194444444,22.787
12.44986,45.64986,8/2/2004,19.25,31.45,0,87,30,3.645833333,24.827
12.44986,45.64986,8/3/2004,19.88,30.13,7.1,89,41,3.043981481,19.478
12.44986,45.64986,8/4/2004,19.25,27.37,0,93,43,3.009259259,22.923
12.44986,45.64986,8/5/2004,18.81,30.14,0,94,34,3.229166667,20.226
12.44986,45.64986,8/6/2004,19.01,31.63,0,91,35,3.668981481,20.547
12.44986,45.64986,8/7/2004,19,29.76,14.9,100,46,3.854166667,16.045
12.44986,45.64986,8/8/2004,18.13,26.1,6.3,99,57,4.467592593,17.071
12.44986,45.64986,8/9/2004,16.96,27.61,0,92,49,3.287037037,23.971
12.44986,45.64986,8/10/2004,18.94,29.75,0,84,33,4.363425926,22.672
12.44986,45.64986,8/11/2004,19.47,28.42,0,87,46,3.611111111,21.625
12.44986,45.64986,8/12/2004,20.83,28.92,0,97,52,3.020833333,20.697
12.44986,45.64986,8/13/2004,20.45,31.02,2.1,98,63,5.717592593,10.13
12.44986,45.64986,8/14/2004,17.11,28.81,0,87,36,3.946759259,24.091
12.44986,45.64986,8/15/2004,17.53,29.83,0,92,32,3.564814815,20.979
12.44986,45.64986,8/16/2004,16.87,28.32,0,89,48,3.425925926,19.389
12.44986,45.64986,8/17/2004,17.4,28.39,0,90,41,3.171296296,20.87
12.44986,45.64986,8/18/2004,19.39,29.53,0,89,39,4.074074074,20.213
12.44986,45.64986,8/19/2004,19.54,30.29,0,93,57,2.893518519,20.319
12.44986,45.64986,8/20/2004,21.67,30.2,0,94,70,3.69212963,10.71
12.44986,45.64986,8/21/2004,17.41,28.34,4,92,49,5.428240741,13.066
12.44986,45.64986,8/22/2004,13.27,26.08,0,77,31,3.969907407,23.682
12.44986,45.64986,8/23/2004,14.64,26.88,0,81,28,3.784722222,22.831
12.44986,45.64986,8/24/2004,17.14,27.1,0,81,43,3.49537037,17.386
12.44986,45.64986,8/25/2004,17.27,28.72,0,88,46,4.039351852,15.874
12.44986,45.64986,8/26/2004,16.66,26.49,0,92,58,4.74537037,9.851
12.44986,45.64986,8/27/2004,13.51,26.59,0,85,43,4.050925926,22.641
12.44986,45.64986,8/28/2004,15.01,27.35,0,86,35,3.773148148,21.691
12.44986,45.64986,8/29/2004,15.9,27.63,0,80,34,3.865740741,21.006
12.44986,45.64986,8/30/2004,17.68,27.71,0,91,50,3.842592593,16.282
12.44986,45.64986,8/31/2004,17.96,26.31,4.8,98,76,5.666666667,3.525
12.44986,45.64986,9/1/2004,15.71,24.53,0,88,51,7.094907407,13.807
12.44986,45.64986,9/2/2004,14.51,26.92,0,78,50,5.555555556,20.895
12.44986,45.64986,9/3/2004,15.32,27.93,0,82,46,4.340277778,20.797
12.44986,45.64986,9/4/2004,17.45,30.41,0,78,45,4.74537037,16.404
12.44986,45.64986,9/5/2004,16.64,29.45,0,78,40,3.18287037,18.844
12.44986,45.64986,9/6/2004,17.53,28.15,0,72,34,4.594907407,20.177
12.44986,45.64986,9/7/2004,15,27.75,0,72,31,4.62962963,20.16
12.44986,45.64986,9/8/2004,14.87,27.86,0,74,33,4.131944444,19.105
12.44986,45.64986,9/9/2004,14.64,25.7,0,60,36,3.993055556,19.458
12.44986,45.64986,9/10/2004,14.86,23.73,0,63,29,4.62962963,19.106
12.44986,45.64986,9/11/2004,11.61,23.69,0,87,35,3.483796296,17.828
12.44986,45.64986,9/12/2004,14.92,23.47,1.6,96,74,3.831018519,3.086
12.44986,45.64986,9/13/2004,13.61,25.79,0,95,48,3.506944444,16.359
12.44986,45.64986,9/14/2004,14.97,24.44,32.1,98,48,2.905092593,14.133
12.44986,45.64986,9/15/2004,16.2,23.62,25.2,100,76,2.928240741,8.913
12.44986,45.64986,9/16/2004,14.29,21.23,4.6,96,63,4.0625,5.673
12.44986,45.64986,9/17/2004,12.4,23.13,0,71,36,5.983796296,18.007
12.44986,45.64986,9/18/2004,12,23.65,0,73,33,5.775462963,18.382
12.44986,45.64986,9/19/2004,11.5,24.52,0,86,39,3.946759259,17.532
12.44986,45.64986,9/20/2004,13.07,25.46,0,91,32,3.530092593,16.921
12.44986,45.64986,9/21/2004,14.57,24.89,0,97,68,2.673611111,6.632
12.44986,45.64986,9/22/2004,15.57,24.21,0,93,49,5.810185185,15.221
12.44986,45.64986,9/23/2004,14.23,24.15,0,93,66,4.340277778,4.721
12.44986,45.64986,9/24/2004,13.84,21.85,21.4,97,60,5.162037037,1.135
12.44986,45.64986,9/25/2004,8.36,19.81,0,87,35,2.905092593,14.087
12.44986,45.64986,9/26/2004,8.01,21.61,0,83,22,4.050925926,16.933
12.44986,45.64986,9/27/2004,7.86,20.98,0,76,28,3.356481481,16.627
12.44986,45.64986,9/28/2004,8.7,20.99,0,82,38,3.80787037,14.976
12.44986,45.64986,9/29/2004,9.65,21.6,0,87,36,3.680555556,14.208
12.44986,45.64986,9/30/2004,11.25,22.85,0,89,58,3.766666667,10.954
12.44986,45.64986,10/1/2004,14.23,23.77,0,95,85,3.333333333,3.268
12.44986,45.64986,10/2/2004,14.2,22.48,0,98,74,3.773148148,5.831
12.44986,45.64986,10/3/2004,15.09,22.8,0,96,53,3.761574074,12.393
12.44986,45.64986,10/4/2004,13.16,22.59,0,95,48,3.773148148,12.169
12.44986,45.64986,10/5/2004,14.91,22.5,0,99,67,2.118055556,8.016
12.44986,45.64986,10/6/2004,14.76,22.85,0,99,84,1.712962963,4.014
12.44986,45.64986,10/7/2004,15.11,23.32,0,100,64,2.546296296,7.74
12.44986,45.64986,10/8/2004,14.24,22.82,0,100,65,2.291666667,9.26
12.44986,45.64986,10/9/2004,14.92,23.92,0,100,90,2.048611111,3.29
12.44986,45.64986,10/10/2004,14.39,20.55,4.2,100,76,4.826388889,3.544
12.44986,45.64986,10/11/2004,10.39,15.49,0,86,46,10.10416667,4.631
12.44986,45.64986,10/12/2004,9.77,14.97,0,51,32,8.703703704,7.652
12.44986,45.64986,10/13/2004,6.21,14.73,0,64,47,6.319444444,10.542
12.44986,45.64986,10/14/2004,5.76,14.46,10.7,83,52,6.956018519,11.188
12.44986,45.64986,10/15/2004,8.85,14.64,6,97,79,6.076388889,4.899
12.44986,45.64986,10/16/2004,9.66,17.79,9.6,100,73,4.675925926,4.515
12.44986,45.64986,10/17/2004,8.13,16.14,3.7,96,57,3.784722222,11.728
12.44986,45.64986,10/18/2004,6.04,16.18,0,90,53,3.634259259,8.298
12.44986,45.64986,10/19/2004,9.25,15.88,0.5,94,75,3.981481481,2.593
12.44986,45.64986,10/20/2004,11.96,17.24,1,100,79,1.840277778,2.993
12.44986,45.64986,10/21/2004,13.27,18.19,0,100,98,0.787037037,2.178
12.44986,45.64986,10/22/2004,12.94,18.74,2.3,100,100,0.972222222,1.38
12.44986,45.64986,10/23/2004,12.41,19.25,0,100,90,0.9375,2.853
12.44986,45.64986,10/24/2004,11.69,18.78,0,100,86,0.925925926,3.243
12.44986,45.64986,10/25/2004,12.24,17.82,0,100,89,0.914351852,1.621
12.44986,45.64986,10/26/2004,14.05,19.19,0,100,90,3.506944444,2.562
12.44986,45.64986,10/27/2004,15.48,20.46,0,100,78,2.708333333,3.551
12.44986,45.64986,10/28/2004,12.92,19.63,9.4,100,80,2.025462963,4.964
12.44986,45.64986,10/29/2004,13.18,19.03,15.2,100,91,2.673611111,0.953
12.44986,45.64986,10/30/2004,11.36,18.96,14.5,100,59,2.106481481,7.884
12.44986,45.64986,10/31/2004,11.61,19.74,22.7,100,76,4.822222222,0.578
12.44986,45.64986,11/1/2004,13.84,20.82,0,98,79,4.259259259,4.274
12.44986,45.64986,11/2/2004,15.58,22.5,0,89,40,5.509259259,8.534
12.44986,45.64986,11/3/2004,13.77,21.3,0,68,42,6.666666667,8.581
12.44986,45.64986,11/4/2004,12.07,22.36,0,70,46,7.615740741,8.031
12.44986,45.64986,11/5/2004,11.06,19.43,0,90,55,5.914351852,8.462
12.44986,45.64986,11/6/2004,10.91,15.97,4.3,90,54,5.150462963,6.968
12.44986,45.64986,11/7/2004,6.62,14.58,0,87,38,3.599537037,7.474
12.44986,45.64986,11/8/2004,3.63,12.97,0,79,10,2.465277778,8.638
12.44986,45.64986,11/9/2004,1.91,12.69,7.6,75,30,3.506944444,6.277
12.44986,45.64986,11/10/2004,4.14,8.53,12.8,86,59,9.236111111,0.401
12.44986,45.64986,11/11/2004,5.5,12.93,8.8,74,48,6.446759259,6.516
12.44986,45.64986,11/12/2004,8.24,16.45,0,75,47,5.335648148,5.075
12.44986,45.64986,11/13/2004,6.18,14.06,0,75,17,4.814814815,3.011
12.44986,45.64986,11/14/2004,6.77,12.25,0,45,10,3.078703704,3.321
12.44986,45.64986,11/15/2004,5.39,12,0,61,32,1.93287037,2.867
12.44986,45.64986,11/16/2004,0.63,12.95,0,53,25,4.236111111,7.202
12.44986,45.64986,11/17/2004,1.59,13.83,0,65,19,3.49537037,7.259
12.44986,45.64986,11/18/2004,1.06,11.76,0,84,58,3.993055556,6.716
12.44986,45.64986,11/19/2004,3.99,12.05,0,97,13,3.217592593,2.716
12.44986,45.64986,11/20/2004,0.19,11.44,0,51,19,3.912037037,8.218
12.44986,45.64986,11/21/2004,-1.91,11.26,0,42,11,3.877314815,8.09
12.44986,45.64986,11/22/2004,-1.3,7.56,0,68,11,4.074074074,6.03
12.44986,45.64986,11/23/2004,-1.05,10.85,0,85,53,3.726851852,6.188
12.44986,45.64986,11/24/2004,-0.25,11.56,0,77,31,5.324074074,7.281
12.44986,45.64986,11/25/2004,2.99,9.08,0,78,15,4.479166667,6.207
12.44986,45.64986,11/26/2004,-1.28,9.62,0,92,55,3.37962963,6.166
12.44986,45.64986,11/27/2004,0.91,10.75,0,82,55,3.831018519,4.565
12.44986,45.64986,11/28/2004,0,9.99,0,80,44,3.263888889,6.01
12.44986,45.64986,11/29/2004,2.97,9.03,12.2,94,78,4.293981481,1.268
12.44986,45.64986,11/30/2004,7.01,10.72,16,91,78,7.755555556,0.529
12.44986,45.64986,12/1/2004,5.57,11.16,5.7,84,64,5.613425926,5.128
