Site,latitude,longitude,Variety,Year,Variable,Value,Unit
ColliOrientali,44,11,PinotG,2024,berryWeight,0.95,g
ColliOrientali,44,11,PinotG,2006,yield,2.83,kg plant-1
ColliOrientali,44,11,PinotG,2007,yield,3.81,kg plant-1
ColliOrientali,44,11,PinotG,2008,yield,3.22,kg plant-1
ColliOrientali,44,11,PinotG,2009,yield,2.65,kg plant-1
ColliOrientali,44,11,PinotG,2010,yield,1.89,kg plant-1
ColliOrientali,44,11,PinotG,2011,yield,1.74,kg plant-1
ColliOrientali,44,11,PinotG,2012,yield,1.18,kg plant-1
ColliOrientali,44,11,PinotG,2013,yield,0.88,kg plant-1
ColliOrientali,44,11,PinotG,2014,yield,1.18,kg plant-1
ColliOrientali,44,11,PinotG,2015,yield,1.85,kg plant-1
ColliOrientali,44,11,PinotG,2016,yield,1.39,kg plant-1
ColliOrientali,44,11,PinotG,2017,yield,1.03,kg plant-1
ColliOrientali,44,11,PinotG,2018,yield,2.75,kg plant-1
ColliOrientali,44,11,PinotG,2019,yield,1.17,kg plant-1
ColliOrientali,44,11,PinotG,2008,sugar,23,Bx
ColliOrientali,44,11,PinotG,2009,sugar,22.9,Bx
ColliOrientali,44,11,PinotG,2010,sugar,21.5,Bx
ColliOrientali,44,11,PinotG,2011,sugar,22,Bx
ColliOrientali,44,11,PinotG,2012,sugar,22.6,Bx
ColliOrientali,44,11,PinotG,2013,sugar,21.5,Bx
ColliOrientali,44,11,PinotG,2014,sugar,18.9,Bx
ColliOrientali,44,11,PinotG,2015,sugar,21.5,Bx
ColliOrientali,44,11,PinotG,2016,sugar,22.9,Bx
ColliOrientali,44,11,PinotG,2017,sugar,20.8,Bx
ColliOrientali,44,11,PinotG,2018,sugar,21.7,Bx
ColliOrientali,44,11,PinotG,2019,sugar,22.4,Bx
ColliOrientali,44,11,PinotG,2020,sugar,20.9,Bx
ColliOrientali,44,11,PinotG,2021,sugar,21.5,Bx
ColliOrientali,44,11,PinotG,2023,sugar,20.1,Bx
ColliOrientali,44,11,PinotG,2008,acid,6.6,g l-1
ColliOrientali,44,11,PinotG,2009,acid,5.4,g l-1
ColliOrientali,44,11,PinotG,2010,acid,6.1,g l-1
ColliOrientali,44,11,PinotG,2011,acid,6.5,g l-1
ColliOrientali,44,11,PinotG,2012,acid,6.6,g l-1
ColliOrientali,44,11,PinotG,2013,acid,6.8,g l-1
ColliOrientali,44,11,PinotG,2014,acid,7.75,g l-1
ColliOrientali,44,11,PinotG,2015,acid,5.5,g l-1
ColliOrientali,44,11,PinotG,2016,acid,5.2,g l-1
ColliOrientali,44,11,PinotG,2017,acid,5.5,g l-1
ColliOrientali,44,11,PinotG,2018,acid,4.6,g l-1
ColliOrientali,44,11,PinotG,2019,acid,4.9,g l-1
ColliOrientali,44,11,PinotG,2020,acid,5.6,g l-1
ColliOrientali,44,11,PinotG,2021,acid,6.1,g l-1
ColliOrientali,44,11,PinotG,2023,acid,5.6,g l-1
ColliOrientali,44,11,RefoscoPr,2006,bunchNo,16,number
ColliOrientali,44,11,RefoscoPr,2007,bunchNo,12,number
ColliOrientali,44,11,RefoscoPr,2008,bunchNo,16,number
ColliOrientali,44,11,RefoscoPr,2009,bunchNo,9,number
ColliOrientali,44,11,RefoscoPr,2010,bunchNo,15,number
ColliOrientali,44,11,RefoscoPr,2011,bunchNo,12,number
ColliOrientali,44,11,RefoscoPr,2012,bunchNo,11,number
ColliOrientali,44,11,RefoscoPr,2013,bunchNo,7,number
ColliOrientali,44,11,RefoscoPr,2014,bunchNo,7,number
ColliOrientali,44,11,RefoscoPr,2015,bunchNo,14,number
ColliOrientali,44,11,RefoscoPr,2016,bunchNo,12,number
ColliOrientali,44,11,RefoscoPr,2017,bunchNo,10,number
ColliOrientali,44,11,RefoscoPr,2018,bunchNo,15,number
ColliOrientali,44,11,RefoscoPr,2019,bunchNo,12,number
ColliOrientali,44,11,RefoscoPr,2006,berriesNo,87,number
ColliOrientali,44,11,RefoscoPr,2007,berriesNo,134,number
ColliOrientali,44,11,RefoscoPr,2008,berriesNo,195,number
ColliOrientali,44,11,RefoscoPr,2009,berriesNo,191,number
ColliOrientali,44,11,RefoscoPr,2010,berriesNo,146,number
ColliOrientali,44,11,RefoscoPr,2011,berriesNo,229,number
ColliOrientali,44,11,RefoscoPr,2012,berriesNo,144,number
ColliOrientali,44,11,RefoscoPr,2013,berriesNo,162,number
ColliOrientali,44,11,RefoscoPr,2014,berriesNo,143,number
ColliOrientali,44,11,RefoscoPr,2015,berriesNo,143,number
ColliOrientali,44,11,RefoscoPr,2016,berriesNo,167,number
ColliOrientali,44,11,RefoscoPr,2017,berriesNo,140,number
ColliOrientali,44,11,RefoscoPr,2018,berriesNo,191,number
ColliOrientali,44,11,RefoscoPr,2019,berriesNo,100,number
ColliOrientali,44,11,RefoscoPr,2020,berriesNo,155,number
ColliOrientali,44,11,RefoscoPr,2021,berriesNo,135,number
ColliOrientali,44,11,RefoscoPr,2022,berriesNo,148,number
ColliOrientali,44,11,RefoscoPr,2023,berriesNo,131,number
ColliOrientali,44,11,RefoscoPr,2024,berriesNo,85,number
ColliOrientali,44,11,RefoscoPr,2006,berryWeight,1.6,g
ColliOrientali,44,11,RefoscoPr,2007,berryWeight,1.4,g
ColliOrientali,44,11,RefoscoPr,2008,berryWeight,1.23,g
ColliOrientali,44,11,RefoscoPr,2009,berryWeight,1.73,g
ColliOrientali,44,11,RefoscoPr,2010,berryWeight,1.44,g
ColliOrientali,44,11,RefoscoPr,2011,berryWeight,1.56,g
ColliOrientali,44,11,RefoscoPr,2012,berryWeight,1.19,g
ColliOrientali,44,11,RefoscoPr,2013,berryWeight,1.1,g
ColliOrientali,44,11,RefoscoPr,2014,berryWeight,1.39,g
ColliOrientali,44,11,RefoscoPr,2015,berryWeight,1.59,g
ColliOrientali,44,11,RefoscoPr,2016,berryWeight,1.21,g
ColliOrientali,44,11,RefoscoPr,2017,berryWeight,1.42,g
ColliOrientali,44,11,RefoscoPr,2018,berryWeight,1.54,g
ColliOrientali,44,11,RefoscoPr,2019,berryWeight,1.55,g
ColliOrientali,44,11,RefoscoPr,2020,berryWeight,1.58,g
ColliOrientali,44,11,RefoscoPr,2021,berryWeight,1.6,g
ColliOrientali,44,11,RefoscoPr,2022,berryWeight,1.5,g
ColliOrientali,44,11,RefoscoPr,2023,berryWeight,1.32,g
ColliOrientali,44,11,RefoscoPr,2024,berryWeight,1.25,g
ColliOrientali,44,11,RefoscoPr,2006,yield,2.23,kg plant-1
ColliOrientali,44,11,RefoscoPr,2007,yield,2.25,kg plant-1
ColliOrientali,44,11,RefoscoPr,2008,yield,3.84,kg plant-1
ColliOrientali,44,11,RefoscoPr,2009,yield,2.97,kg plant-1
ColliOrientali,44,11,RefoscoPr,2010,yield,3.15,kg plant-1
ColliOrientali,44,11,RefoscoPr,2011,yield,4.29,kg plant-1
ColliOrientali,44,11,RefoscoPr,2012,yield,1.88,kg plant-1
ColliOrientali,44,11,RefoscoPr,2013,yield,1.25,kg plant-1
ColliOrientali,44,11,RefoscoPr,2014,yield,1.39,kg plant-1
ColliOrientali,44,11,RefoscoPr,2015,yield,3.18,kg plant-1
ColliOrientali,44,11,RefoscoPr,2016,yield,2.42,kg plant-1
ColliOrientali,44,11,RefoscoPr,2017,yield,1.99,kg plant-1
ColliOrientali,44,11,RefoscoPr,2018,yield,4.41,kg plant-1
ColliOrientali,44,11,RefoscoPr,2019,yield,1.86,kg plant-1
ColliOrientali,44,11,RefoscoPr,2008,sugar,21.1,Bx
ColliOrientali,44,11,RefoscoPr,2009,sugar,19.1,Bx
ColliOrientali,44,11,RefoscoPr,2010,sugar,21.2,Bx
ColliOrientali,44,11,RefoscoPr,2011,sugar,22.1,Bx
ColliOrientali,44,11,RefoscoPr,2012,sugar,21.7,Bx
ColliOrientali,44,11,RefoscoPr,2013,sugar,21.7,Bx
ColliOrientali,44,11,RefoscoPr,2014,sugar,19.4,Bx
ColliOrientali,44,11,RefoscoPr,2015,sugar,20.6,Bx
ColliOrientali,44,11,RefoscoPr,2016,sugar,22,Bx
ColliOrientali,44,11,RefoscoPr,2017,sugar,20.2,Bx
ColliOrientali,44,11,RefoscoPr,2018,sugar,22.6,Bx
ColliOrientali,44,11,RefoscoPr,2019,sugar,21.6,Bx
ColliOrientali,44,11,RefoscoPr,2020,sugar,21.5,Bx
ColliOrientali,44,11,RefoscoPr,2021,sugar,22.1,Bx
ColliOrientali,44,11,RefoscoPr,2022,sugar,22.6,Bx
ColliOrientali,44,11,RefoscoPr,2023,sugar,20.6,Bx
ColliOrientali,44,11,RefoscoPr,2008,acid,8.9,g l-1
ColliOrientali,44,11,RefoscoPr,2009,acid,6.1,g l-1
ColliOrientali,44,11,RefoscoPr,2010,acid,7.9,g l-1
ColliOrientali,44,11,RefoscoPr,2011,acid,5.8,g l-1
ColliOrientali,44,11,RefoscoPr,2012,acid,7.1,g l-1
ColliOrientali,44,11,RefoscoPr,2013,acid,6,g l-1
ColliOrientali,44,11,RefoscoPr,2014,acid,9.1,g l-1
ColliOrientali,44,11,RefoscoPr,2015,acid,6,g l-1
ColliOrientali,44,11,RefoscoPr,2016,acid,6.3,g l-1
ColliOrientali,44,11,RefoscoPr,2017,acid,6.6,g l-1
ColliOrientali,44,11,RefoscoPr,2018,acid,4.2,g l-1
ColliOrientali,44,11,RefoscoPr,2019,acid,5.4,g l-1
ColliOrientali,44,11,RefoscoPr,2020,acid,5.1,g l-1
ColliOrientali,44,11,RefoscoPr,2021,acid,6.2,g l-1
ColliOrientali,44,11,RefoscoPr,2022,acid,4.7,g l-1
ColliOrientali,44,11,RefoscoPr,2023,acid,5.8,g l-1
ColliOrientali,44,11,RefoscoPr,1998,anthocians,1698.63,mg l-1
ColliOrientali,44,11,RefoscoPr,1999,anthocians,2802.348,mg l-1
ColliOrientali,44,11,RefoscoPr,2000,anthocians,2113.503,mg l-1
ColliOrientali,44,11,RefoscoPr,2003,anthocians,2410.959,mg l-1
ColliOrientali,44,11,RefoscoPr,2004,anthocians,3553.816,mg l-1
ColliOrientali,44,11,RefoscoPr,2005,anthocians,2872.798,mg l-1
ColliOrientali,44,11,RefoscoPr,2006,anthocians,2426.614,mg l-1
ColliOrientali,44,11,RefoscoPr,2007,anthocians,2841.487,mg l-1
ColliOrientali,44,11,RefoscoPr,2008,anthocians,2833,mg l-1
ColliOrientali,44,11,RefoscoPr,2009,anthocians,2244,mg l-1
ColliOrientali,44,11,RefoscoPr,2010,anthocians,3166,mg l-1
ColliOrientali,44,11,RefoscoPr,2011,anthocians,2587,mg l-1
ColliOrientali,44,11,RefoscoPr,2012,anthocians,2675,mg l-1
ColliOrientali,44,11,RefoscoPr,2013,anthocians,1640.63,mg l-1
ColliOrientali,44,11,RefoscoPr,2014,anthocians,1765.62,mg l-1
ColliOrientali,44,11,RefoscoPr,2015,anthocians,2125,mg l-1
ColliOrientali,44,11,RefoscoPr,2016,anthocians,2328.13,mg l-1
ColliOrientali,44,11,RefoscoPr,2017,anthocians,2578.12,mg l-1
ColliOrientali,44,11,RefoscoPr,2018,anthocians,1843.75,mg l-1
ColliOrientali,44,11,RefoscoPr,2019,anthocians,2218.75,mg l-1
ColliOrientali,44,11,RefoscoPr,2020,anthocians,2078.13,mg l-1
ColliOrientali,44,11,RefoscoPr,2021,anthocians,2312.5,mg l-1
ColliOrientali,44,11,RefoscoPr,2022,anthocians,2093.75,mg l-1
ColliOrientali,44,11,RefoscoPr,2023,anthocians,1404,mg l-1
ColliOrientali,44,11,RefoscoPr,2024,anthocians,2110,mg l-1
ColliOrientali,44,11,Ribolla,2006,bunchNo,21,number
ColliOrientali,44,11,Ribolla,2007,bunchNo,21,number
ColliOrientali,44,11,Ribolla,2008,bunchNo,17,number
ColliOrientali,44,11,Ribolla,2009,bunchNo,15,number
ColliOrientali,44,11,Ribolla,2010,bunchNo,18,number
ColliOrientali,44,11,Ribolla,2011,bunchNo,17,number
ColliOrientali,44,11,Ribolla,2012,bunchNo,19,number
ColliOrientali,44,11,Ribolla,2013,bunchNo,14,number
ColliOrientali,44,11,Ribolla,2014,bunchNo,14,number
ColliOrientali,44,11,Ribolla,2015,bunchNo,16,number
ColliOrientali,44,11,Ribolla,2016,bunchNo,24,number
ColliOrientali,44,11,Ribolla,2017,bunchNo,14,number
ColliOrientali,44,11,Ribolla,2018,bunchNo,21,number
ColliOrientali,44,11,Ribolla,2019,bunchNo,20,number
ColliOrientali,44,11,Ribolla,2006,berriesNo,58,number
ColliOrientali,44,11,Ribolla,2007,berriesNo,95,number
ColliOrientali,44,11,Ribolla,2008,berriesNo,95,number
ColliOrientali,44,11,Ribolla,2009,berriesNo,91,number
ColliOrientali,44,11,Ribolla,2010,berriesNo,79,number
ColliOrientali,44,11,Ribolla,2011,berriesNo,95,number
ColliOrientali,44,11,Ribolla,2012,berriesNo,93,number
ColliOrientali,44,11,Ribolla,2013,berriesNo,96,number
ColliOrientali,44,11,Ribolla,2014,berriesNo,76,number
ColliOrientali,44,11,Ribolla,2015,berriesNo,79,number
ColliOrientali,44,11,Ribolla,2016,berriesNo,96,number
ColliOrientali,44,11,Ribolla,2017,berriesNo,104,number
ColliOrientali,44,11,Ribolla,2018,berriesNo,88,number
ColliOrientali,44,11,Ribolla,2019,berriesNo,85,number
ColliOrientali,44,11,Ribolla,2020,berriesNo,93,number
ColliOrientali,44,11,Ribolla,2021,berriesNo,85,number
ColliOrientali,44,11,Ribolla,2022,berriesNo,110,number
ColliOrientali,44,11,Ribolla,2023,berriesNo,93,number
ColliOrientali,44,11,Ribolla,2024,berriesNo,76,number
ColliOrientali,44,11,Ribolla,2006,berryWeight,2.14,g
ColliOrientali,44,11,Ribolla,2007,berryWeight,2.16,g
ColliOrientali,44,11,Ribolla,2008,berryWeight,2,g
ColliOrientali,44,11,Ribolla,2009,berryWeight,2.3,g
ColliOrientali,44,11,Ribolla,2010,berryWeight,2.13,g
ColliOrientali,44,11,Ribolla,2011,berryWeight,2,g
ColliOrientali,44,11,Ribolla,2012,berryWeight,1.52,g
ColliOrientali,44,11,Ribolla,2013,berryWeight,1.27,g
ColliOrientali,44,11,Ribolla,2014,berryWeight,2.25,g
ColliOrientali,44,11,Ribolla,2015,berryWeight,2.35,g
ColliOrientali,44,11,Ribolla,2016,berryWeight,1.81,g
ColliOrientali,44,11,Ribolla,2017,berryWeight,2.28,g
ColliOrientali,44,11,Ribolla,2018,berryWeight,2.66,g
ColliOrientali,44,11,Ribolla,2019,berryWeight,1.91,g
ColliOrientali,44,11,Ribolla,2020,berryWeight,2.14,g
ColliOrientali,44,11,Ribolla,2021,berryWeight,2.2,g
ColliOrientali,44,11,Ribolla,2022,berryWeight,1.7,g
ColliOrientali,44,11,Ribolla,2023,berryWeight,2.06,g
ColliOrientali,44,11,Ribolla,2024,berryWeight,1.6,g
ColliOrientali,44,11,Ribolla,2006,yield,2.61,kg plant-1
ColliOrientali,44,11,Ribolla,2007,yield,4.31,kg plant-1
ColliOrientali,44,11,Ribolla,2008,yield,3.23,kg plant-1
ColliOrientali,44,11,Ribolla,2009,yield,3.14,kg plant-1
ColliOrientali,44,11,Ribolla,2010,yield,3.03,kg plant-1
ColliOrientali,44,11,Ribolla,2011,yield,3.23,kg plant-1
ColliOrientali,44,11,Ribolla,2012,yield,2.69,kg plant-1
ColliOrientali,44,11,Ribolla,2013,yield,1.71,kg plant-1
ColliOrientali,44,11,Ribolla,2014,yield,2.39,kg plant-1
ColliOrientali,44,11,Ribolla,2015,yield,2.97,kg plant-1
ColliOrientali,44,11,Ribolla,2016,yield,4.17,kg plant-1
ColliOrientali,44,11,Ribolla,2017,yield,3.32,kg plant-1
ColliOrientali,44,11,Ribolla,2018,yield,4.92,kg plant-1
ColliOrientali,44,11,Ribolla,2019,yield,3.25,kg plant-1
ColliOrientali,44,11,Ribolla,2008,sugar,19,Bx
ColliOrientali,44,11,Ribolla,2009,sugar,21.2,Bx
ColliOrientali,44,11,Ribolla,2010,sugar,21.4,Bx
ColliOrientali,44,11,Ribolla,2011,sugar,20.7,Bx
ColliOrientali,44,11,Ribolla,2012,sugar,19.3,Bx
ColliOrientali,44,11,Ribolla,2013,sugar,18.5,Bx
ColliOrientali,44,11,Ribolla,2014,sugar,17.2,Bx
ColliOrientali,44,11,Ribolla,2015,sugar,18.5,Bx
ColliOrientali,44,11,Ribolla,2016,sugar,19,Bx
ColliOrientali,44,11,Ribolla,2017,sugar,19,Bx
ColliOrientali,44,11,Ribolla,2018,sugar,18.3,Bx
ColliOrientali,44,11,Ribolla,2019,sugar,18.8,Bx
ColliOrientali,44,11,Ribolla,2020,sugar,19.2,Bx
ColliOrientali,44,11,Ribolla,2021,sugar,19,Bx
ColliOrientali,44,11,Ribolla,2023,sugar,18.3,Bx
ColliOrientali,44,11,Ribolla,2008,acid,9.1,g l-1
ColliOrientali,44,11,Ribolla,2009,acid,5,g l-1
ColliOrientali,44,11,Ribolla,2010,acid,8.2,g l-1
ColliOrientali,44,11,Ribolla,2011,acid,5.4,g l-1
ColliOrientali,44,11,Ribolla,2012,acid,5.9,g l-1
ColliOrientali,44,11,Ribolla,2013,acid,6.9,g l-1
ColliOrientali,44,11,Ribolla,2014,acid,10.9,g l-1
ColliOrientali,44,11,Ribolla,2015,acid,6.3,g l-1
ColliOrientali,44,11,Ribolla,2016,acid,6.6,g l-1
ColliOrientali,44,11,Ribolla,2017,acid,6.3,g l-1
ColliOrientali,44,11,Ribolla,2018,acid,5.4,g l-1
ColliOrientali,44,11,Ribolla,2019,acid,6.4,g l-1
ColliOrientali,44,11,Ribolla,2020,acid,6.6,g l-1
ColliOrientali,44,11,Ribolla,2021,acid,7,g l-1
ColliOrientali,44,11,Ribolla,2023,acid,6.7,g l-1
ColliOrientali,44,11,SauvignonB,2006,bunchNo,13,number
ColliOrientali,44,11,SauvignonB,2007,bunchNo,14,number
ColliOrientali,44,11,SauvignonB,2008,bunchNo,13,number
ColliOrientali,44,11,SauvignonB,2009,bunchNo,11,number
ColliOrientali,44,11,SauvignonB,2010,bunchNo,16,number
ColliOrientali,44,11,SauvignonB,2011,bunchNo,17,number
ColliOrientali,44,11,SauvignonB,2012,bunchNo,18,number
ColliOrientali,44,11,SauvignonB,2013,bunchNo,10,number
ColliOrientali,44,11,SauvignonB,2014,bunchNo,12,number
ColliOrientali,44,11,SauvignonB,2015,bunchNo,17,number
ColliOrientali,44,11,SauvignonB,2016,bunchNo,15,number
ColliOrientali,44,11,SauvignonB,2017,bunchNo,10,number
ColliOrientali,44,11,SauvignonB,2018,bunchNo,16,number
ColliOrientali,44,11,SauvignonB,2019,bunchNo,17,number
ColliOrientali,44,11,SauvignonB,2006,berriesNo,64,number
ColliOrientali,44,11,SauvignonB,2007,berriesNo,92,number
ColliOrientali,44,11,SauvignonB,2008,berriesNo,80,number
ColliOrientali,44,11,SauvignonB,2009,berriesNo,108,number
ColliOrientali,44,11,SauvignonB,2010,berriesNo,113,number
ColliOrientali,44,11,SauvignonB,2011,berriesNo,66,number
ColliOrientali,44,11,SauvignonB,2012,berriesNo,112,number
ColliOrientali,44,11,SauvignonB,2013,berriesNo,86,number
ColliOrientali,44,11,SauvignonB,2014,berriesNo,77,number
ColliOrientali,44,11,SauvignonB,2015,berriesNo,82,number
ColliOrientali,44,11,SauvignonB,2016,berriesNo,83,number
ColliOrientali,44,11,SauvignonB,2017,berriesNo,83,number
ColliOrientali,44,11,SauvignonB,2018,berriesNo,101,number
ColliOrientali,44,11,SauvignonB,2019,berriesNo,96,number
ColliOrientali,44,11,SauvignonB,2020,berriesNo,90,number
ColliOrientali,44,11,SauvignonB,2021,berriesNo,90,number
ColliOrientali,44,11,SauvignonB,2022,berriesNo,100,number
ColliOrientali,44,11,SauvignonB,2023,berriesNo,115,number
ColliOrientali,44,11,SauvignonB,2024,berriesNo,85,number
ColliOrientali,44,11,SauvignonB,2006,berryWeight,1.26,g
ColliOrientali,44,11,SauvignonB,2007,berryWeight,1.64,g
ColliOrientali,44,11,SauvignonB,2008,berryWeight,1.53,g
ColliOrientali,44,11,SauvignonB,2009,berryWeight,2,g
ColliOrientali,44,11,SauvignonB,2010,berryWeight,1.74,g
ColliOrientali,44,11,SauvignonB,2011,berryWeight,1.77,g
ColliOrientali,44,11,SauvignonB,2012,berryWeight,0.89,g
ColliOrientali,44,11,SauvignonB,2013,berryWeight,1.08,g
ColliOrientali,44,11,SauvignonB,2014,berryWeight,2.04,g
ColliOrientali,44,11,SauvignonB,2015,berryWeight,1.51,g
ColliOrientali,44,11,SauvignonB,2016,berryWeight,1.27,g
ColliOrientali,44,11,SauvignonB,2017,berryWeight,1.61,g
ColliOrientali,44,11,SauvignonB,2018,berryWeight,1.68,g
ColliOrientali,44,11,SauvignonB,2019,berryWeight,1.28,g
ColliOrientali,44,11,SauvignonB,2020,berryWeight,1.71,g
ColliOrientali,44,11,SauvignonB,2021,berryWeight,1.45,g
ColliOrientali,44,11,SauvignonB,2022,berryWeight,1.32,g
ColliOrientali,44,11,SauvignonB,2023,berryWeight,1.53,g
ColliOrientali,44,11,SauvignonB,2024,berryWeight,1.2,g
ColliOrientali,44,11,SauvignonB,2006,yield,1.05,kg plant-1
ColliOrientali,44,11,SauvignonB,2007,yield,2.11,kg plant-1
ColliOrientali,44,11,SauvignonB,2008,yield,1.59,kg plant-1
ColliOrientali,44,11,SauvignonB,2009,yield,2.38,kg plant-1
ColliOrientali,44,11,SauvignonB,2010,yield,3.15,kg plant-1
ColliOrientali,44,11,SauvignonB,2011,yield,1.99,kg plant-1
ColliOrientali,44,11,SauvignonB,2012,yield,1.79,kg plant-1
ColliOrientali,44,11,SauvignonB,2013,yield,0.93,kg plant-1
ColliOrientali,44,11,SauvignonB,2014,yield,1.88,kg plant-1
ColliOrientali,44,11,SauvignonB,2015,yield,2.1,kg plant-1
ColliOrientali,44,11,SauvignonB,2016,yield,1.58,kg plant-1
ColliOrientali,44,11,SauvignonB,2017,yield,1.34,kg plant-1
ColliOrientali,44,11,SauvignonB,2018,yield,2.71,kg plant-1
ColliOrientali,44,11,SauvignonB,2019,yield,2.09,kg plant-1
ColliOrientali,44,11,SauvignonB,2008,sugar,22.5,Bx
ColliOrientali,44,11,SauvignonB,2009,sugar,23.1,Bx
ColliOrientali,44,11,SauvignonB,2010,sugar,21.2,Bx
ColliOrientali,44,11,SauvignonB,2011,sugar,26.3,Bx
ColliOrientali,44,11,SauvignonB,2013,sugar,22.4,Bx
ColliOrientali,44,11,SauvignonB,2014,sugar,18.7,Bx
ColliOrientali,44,11,SauvignonB,2015,sugar,21,Bx
ColliOrientali,44,11,SauvignonB,2016,sugar,22.2,Bx
ColliOrientali,44,11,SauvignonB,2017,sugar,20.8,Bx
ColliOrientali,44,11,SauvignonB,2018,sugar,21,Bx
ColliOrientali,44,11,SauvignonB,2019,sugar,21.9,Bx
ColliOrientali,44,11,SauvignonB,2020,sugar,21.1,Bx
ColliOrientali,44,11,SauvignonB,2021,sugar,21.9,Bx
ColliOrientali,44,11,SauvignonB,2023,sugar,21.4,Bx
ColliOrientali,44,11,SauvignonB,2008,acid,8.5,g l-1
ColliOrientali,44,11,SauvignonB,2009,acid,7.3,g l-1
ColliOrientali,44,11,SauvignonB,2010,acid,7.1,g l-1
ColliOrientali,44,11,SauvignonB,2011,acid,7.19,g l-1
ColliOrientali,44,11,SauvignonB,2013,acid,7.2,g l-1
ColliOrientali,44,11,SauvignonB,2014,acid,10.3,g l-1
ColliOrientali,44,11,SauvignonB,2015,acid,7.3,g l-1
ColliOrientali,44,11,SauvignonB,2016,acid,6.7,g l-1
ColliOrientali,44,11,SauvignonB,2017,acid,7.1,g l-1
ColliOrientali,44,11,SauvignonB,2018,acid,6,g l-1
ColliOrientali,44,11,SauvignonB,2019,acid,6.2,g l-1
ColliOrientali,44,11,SauvignonB,2020,acid,6.4,g l-1
ColliOrientali,44,11,SauvignonB,2021,acid,6.8,g l-1
ColliOrientali,44,11,SauvignonB,2023,acid,6.3,g l-1
ColliOrientali,44,11,Schioppettino,2006,bunchNo,13,number
ColliOrientali,44,11,Schioppettino,2007,bunchNo,14,number
ColliOrientali,44,11,Schioppettino,2008,bunchNo,13,number
ColliOrientali,44,11,Schioppettino,2009,bunchNo,8,number
ColliOrientali,44,11,Schioppettino,2010,bunchNo,10,number
ColliOrientali,44,11,Schioppettino,2011,bunchNo,6,number
ColliOrientali,44,11,Schioppettino,2012,bunchNo,7,number
ColliOrientali,44,11,Schioppettino,2013,bunchNo,8,number
ColliOrientali,44,11,Schioppettino,2014,bunchNo,7,number
ColliOrientali,44,11,Schioppettino,2015,bunchNo,10,number
ColliOrientali,44,11,Schioppettino,2016,bunchNo,9,number
ColliOrientali,44,11,Schioppettino,2017,bunchNo,6,number
ColliOrientali,44,11,Schioppettino,2018,bunchNo,12,number
ColliOrientali,44,11,Schioppettino,2019,bunchNo,9,number
ColliOrientali,44,11,Schioppettino,2006,berriesNo,78,number
ColliOrientali,44,11,Schioppettino,2007,berriesNo,127,number
ColliOrientali,44,11,Schioppettino,2008,berriesNo,88,number
ColliOrientali,44,11,Schioppettino,2009,berriesNo,67,number
ColliOrientali,44,11,Schioppettino,2010,berriesNo,127,number
ColliOrientali,44,11,Schioppettino,2011,berriesNo,139,number
ColliOrientali,44,11,Schioppettino,2012,berriesNo,101,number
ColliOrientali,44,11,Schioppettino,2013,berriesNo,69,number
ColliOrientali,44,11,Schioppettino,2014,berriesNo,96,number
ColliOrientali,44,11,Schioppettino,2015,berriesNo,102,number
ColliOrientali,44,11,Schioppettino,2016,berriesNo,127,number
ColliOrientali,44,11,Schioppettino,2017,berriesNo,97,number
ColliOrientali,44,11,Schioppettino,2018,berriesNo,111,number
ColliOrientali,44,11,Schioppettino,2019,berriesNo,129,number
ColliOrientali,44,11,Schioppettino,2020,berriesNo,100,number
ColliOrientali,44,11,Schioppettino,2021,berriesNo,118,number
ColliOrientali,44,11,Schioppettino,2022,berriesNo,140,number
ColliOrientali,44,11,Schioppettino,2023,berriesNo,80,number
ColliOrientali,44,11,Schioppettino,2024,berriesNo,80,number
ColliOrientali,44,11,Schioppettino,2006,berryWeight,2.01,g
ColliOrientali,44,11,Schioppettino,2007,berryWeight,2.13,g
ColliOrientali,44,11,Schioppettino,2008,berryWeight,2.15,g
ColliOrientali,44,11,Schioppettino,2009,berryWeight,2.76,g
ColliOrientali,44,11,Schioppettino,2010,berryWeight,2.52,g
ColliOrientali,44,11,Schioppettino,2011,berryWeight,2.63,g
ColliOrientali,44,11,Schioppettino,2012,berryWeight,2.1,g
ColliOrientali,44,11,Schioppettino,2013,berryWeight,1.97,g
ColliOrientali,44,11,Schioppettino,2014,berryWeight,2.51,g
ColliOrientali,44,11,Schioppettino,2015,berryWeight,2.39,g
ColliOrientali,44,11,Schioppettino,2016,berryWeight,2.37,g
ColliOrientali,44,11,Schioppettino,2017,berryWeight,2.64,g
ColliOrientali,44,11,Schioppettino,2018,berryWeight,2.58,g
ColliOrientali,44,11,Schioppettino,2019,berryWeight,2.1,g
ColliOrientali,44,11,Schioppettino,2020,berryWeight,2.53,g
ColliOrientali,44,11,Schioppettino,2021,berryWeight,2.6,g
ColliOrientali,44,11,Schioppettino,2022,berryWeight,2,g
ColliOrientali,44,11,Schioppettino,2023,berryWeight,2.62,g
ColliOrientali,44,11,Schioppettino,2024,berryWeight,2.25,g
ColliOrientali,44,11,Schioppettino,2006,yield,2.04,kg plant-1
ColliOrientali,44,11,Schioppettino,2007,yield,3.79,kg plant-1
ColliOrientali,44,11,Schioppettino,2008,yield,2.46,kg plant-1
ColliOrientali,44,11,Schioppettino,2009,yield,1.48,kg plant-1
ColliOrientali,44,11,Schioppettino,2010,yield,3.2,kg plant-1
