Site,DateTime,Tmax,Tmin,Precipitation,WindSpeed,RelativeHumidityMax,RelativeHumidityMin,Radiation,Latitude,Longitude
ColliOrientali,2004-01-01,10,3.88,0,4.606481481,78,53,4.954,45.64986,12.44986
ColliOrientali,2004-01-02,7.01,2.64,0,5.162037037,63,49,3.285,45.64986,12.44986
ColliOrientali,2004-01-03,5.55,-0.71,0,6.516203704,49,33,5.702,45.64986,12.44986
ColliOrientali,2004-01-04,3.65,-4.57,0,6.203703704,55,32,6.393,45.64986,12.44986
ColliOrientali,2004-01-05,3.37,-5.42,0,4.050925926,62,28,6.082,45.64986,12.44986
ColliOrientali,2004-01-06,3.21,-3.16,0,7.1875,60,39,5.486,45.64986,12.44986
ColliOrientali,2004-01-07,5.99,-0.47,0,3.611111111,77,34,3.068,45.64986,12.44986
ColliOrientali,2004-01-08,6.5,1.09,0,3.449074074,87,59,2.369,45.64986,12.44986
ColliOrientali,2004-01-09,6.06,1.79,1.7,1.840277778,99,90,0.983,45.64986,12.44986
ColliOrientali,2004-01-10,5.89,-1.41,0,2.418981481,99,73,5.549,45.64986,12.44986
ColliOrientali,2004-01-11,4.82,-2.38,0,3.611111111,87,39,6.138,45.64986,12.44986
ColliOrientali,2004-01-12,7.46,0.1,0,2.546296296,99,64,3.171,45.64986,12.44986
ColliOrientali,2004-01-13,7.87,0.21,0,2.222222222,99,81,1.764,45.64986,12.44986
ColliOrientali,2004-01-14,9.13,-0.17,0,2.118055556,98,70,4.678,45.64986,12.44986
ColliOrientali,2004-01-15,10.51,3.7,0,3.37962963,86,64,2.699,45.64986,12.44986
ColliOrientali,2004-01-16,7.32,-1.74,0,4.351851852,69,40,4.639,45.64986,12.44986
ColliOrientali,2004-01-17,6.95,1.46,7.4,4.247685185,99,74,0.317,45.64986,12.44986
ColliOrientali,2004-01-18,7.03,1.55,10.8,7.395833333,87,59,0.882,45.64986,12.44986
ColliOrientali,2004-01-19,10.05,2.97,0,4.340277778,76,39,5.672,45.64986,12.44986
ColliOrientali,2004-01-20,7.31,-0.66,0,3.37962963,84,61,3.697,45.64986,12.44986
ColliOrientali,2004-01-21,7.4,-0.9,0,4.0625,71,33,6.722,45.64986,12.44986
ColliOrientali,2004-01-22,5.38,-1.6,0,4.039351852,68,24,7.536,45.64986,12.44986
ColliOrientali,2004-01-23,2.36,-1.5,0,5.092592593,61,30,6.93,45.64986,12.44986
ColliOrientali,2004-01-24,4.34,-5.77,0,3.449074074,66,29,7.961,45.64986,12.44986
ColliOrientali,2004-01-25,3.05,-2.6,0,2.083333333,78,39,4.128,45.64986,12.44986
ColliOrientali,2004-01-26,2.94,-4.31,1.1,3.06712963,88,61,2.559,45.64986,12.44986
ColliOrientali,2004-01-27,5.97,-1.3,3.3,2.118055556,99,73,3.345,45.64986,12.44986
ColliOrientali,2004-01-28,8.41,-1.13,0,3.368055556,99,49,6.04,45.64986,12.44986
ColliOrientali,2004-01-29,5.98,-2.91,0,3.4375,79,57,4.805,45.64986,12.44986
ColliOrientali,2004-01-30,7.76,-3.99,0,4.247685185,57,10,9.065,45.64986,12.44986
ColliOrientali,2004-01-31,7.05,-1.99,0,3.466666667,70,33,7.77,45.64986,12.44986
ColliOrientali,2004-02-01,8.32,0.69,0,2.12962963,89,53,2.881,45.64986,12.44986
ColliOrientali,2004-02-02,9.06,-1.63,0,2.118055556,95,68,4.434,45.64986,12.44986
ColliOrientali,2004-02-03,9.53,0.65,0,2.395833333,97,63,6.151,45.64986,12.44986
ColliOrientali,2004-02-04,10.04,0.53,0,1.666666667,99,60,6.32,45.64986,12.44986
ColliOrientali,2004-02-05,7.34,-1.99,0,1.921296296,99,66,9.185,45.64986,12.44986
ColliOrientali,2004-02-06,6.69,-0.49,0,1.493055556,99,78,8.334,45.64986,12.44986
ColliOrientali,2004-02-07,7.56,1.1,0,1.921296296,99,96,0.401,45.64986,12.44986
ColliOrientali,2004-02-08,8.39,3.13,0,2.87037037,99,93,1.658,45.64986,12.44986
ColliOrientali,2004-02-09,11.75,-2.62,0,4.247685185,98,10,10.426,45.64986,12.44986
ColliOrientali,2004-02-10,10.49,-1.39,0,3.599537037,62,10,10.12,45.64986,12.44986
ColliOrientali,2004-02-11,10.55,0.49,0,2.974537037,84,50,8.612,45.64986,12.44986
ColliOrientali,2004-02-12,5.78,-0.49,0,4.722222222,56,39,3.767,45.64986,12.44986
ColliOrientali,2004-02-13,5.06,-0.45,0,1.469907407,79,47,2.332,45.64986,12.44986
ColliOrientali,2004-02-14,7.74,-1.61,0,3.06712963,84,40,8.384,45.64986,12.44986
ColliOrientali,2004-02-15,8.79,-1.3,0,2.962962963,82,37,10.081,45.64986,12.44986
ColliOrientali,2004-02-16,10.83,-1.1,0,3.333333333,79,42,10.139,45.64986,12.44986
ColliOrientali,2004-02-17,11.13,0.95,0,3.06712963,92,46,9.744,45.64986,12.44986
ColliOrientali,2004-02-18,7.28,-1.54,0,2.789351852,93,74,6.205,45.64986,12.44986
ColliOrientali,2004-02-19,3.72,0.98,13.2,10.43981481,79,45,1.087,45.64986,12.44986
ColliOrientali,2004-02-20,6.86,1.39,7.3,10.90277778,55,38,4.706,45.64986,12.44986
ColliOrientali,2004-02-21,5.76,2.53,35.4,10.49768519,95,39,0.932,45.64986,12.44986
ColliOrientali,2004-02-22,9.83,4.16,8.9,5.706018519,99,95,0.901,45.64986,12.44986
ColliOrientali,2004-02-23,10.31,3.53,10.9,4.675925926,99,83,0.938,45.64986,12.44986
ColliOrientali,2004-02-24,4.53,-0.33,4.1,5.775462963,97,60,2.338,45.64986,12.44986
ColliOrientali,2004-02-25,5.14,-3.77,0,3.252314815,84,45,10.915,45.64986,12.44986
ColliOrientali,2004-02-26,5.85,0.92,6.9,5.115740741,95,70,2.237,45.64986,12.44986
ColliOrientali,2004-02-27,5.2,-0.71,4.5,5,99,79,1.58,45.64986,12.44986
ColliOrientali,2004-02-28,7.05,-0.11,8.3,5.99537037,97,54,6.179,45.64986,12.44986
ColliOrientali,2004-02-29,5.64,-1.3,0,3.544444444,79,32,6.052,45.64986,12.44986
ColliOrientali,2004-03-01,8.24,-0.65,0,3.854166667,52,10,14.253,45.64986,12.44986
ColliOrientali,2004-03-02,8.9,-2.28,0,3.171296296,74,26,9.6,45.64986,12.44986
ColliOrientali,2004-03-03,10.05,-2.43,0,4.108796296,72,27,10.633,45.64986,12.44986
ColliOrientali,2004-03-04,11.17,-0.42,0,3.912037037,68,27,14.464,45.64986,12.44986
ColliOrientali,2004-03-05,8.28,0.59,0,4.282407407,55,35,10.887,45.64986,12.44986
ColliOrientali,2004-03-06,5.2,1.59,4.3,4.155092593,67,30,4.986,45.64986,12.44986
ColliOrientali,2004-03-07,5.61,0.13,18.9,5.115740741,96,71,2.904,45.64986,12.44986
ColliOrientali,2004-03-08,8.16,0.16,7.6,3.657407407,90,52,7.266,45.64986,12.44986
ColliOrientali,2004-03-09,12.14,1.6,0,2.5,95,47,12.213,45.64986,12.44986
ColliOrientali,2004-03-10,7.55,1.08,0,2.951388889,87,30,12.305,45.64986,12.44986
ColliOrientali,2004-03-11,7.46,2.03,7.6,7.650462963,58,32,6.365,45.64986,12.44986
ColliOrientali,2004-03-12,10.72,2.6,0,3.738425926,76,26,15.137,45.64986,12.44986
ColliOrientali,2004-03-13,11.02,4.07,0,2.696759259,82,50,11.01,45.64986,12.44986
ColliOrientali,2004-03-14,13.36,6.98,0,2.488425926,81,66,2.897,45.64986,12.44986
ColliOrientali,2004-03-15,15.14,6.11,0,2.916666667,88,53,14.422,45.64986,12.44986
ColliOrientali,2004-03-16,18.67,4.65,0,3.49537037,82,21,16.919,45.64986,12.44986
ColliOrientali,2004-03-17,20.43,5.66,0,3.75,81,25,16.581,45.64986,12.44986
ColliOrientali,2004-03-18,18.75,4.41,0,3.969907407,70,24,16.086,45.64986,12.44986
ColliOrientali,2004-03-19,17.46,5.66,0,3.530092593,86,32,14.302,45.64986,12.44986
ColliOrientali,2004-03-20,15.85,6.83,0,2.488425926,99,72,7.314,45.64986,12.44986
ColliOrientali,2004-03-21,15.68,9.94,0,2.581018519,99,87,1.536,45.64986,12.44986
ColliOrientali,2004-03-22,16.68,8.9,11.2,6.354166667,99,54,2.374,45.64986,12.44986
ColliOrientali,2004-03-23,11.03,5.49,4.1,5.173611111,88,62,3.519,45.64986,12.44986
ColliOrientali,2004-03-24,12.59,5.4,2.4,1.689814815,99,91,2.594,45.64986,12.44986
ColliOrientali,2004-03-25,14.22,3.93,2,1.93287037,99,62,9.465,45.64986,12.44986
ColliOrientali,2004-03-26,10.33,6.1,4.5,5.173611111,74,44,9.792,45.64986,12.44986
ColliOrientali,2004-03-27,12.4,2.79,0,2.974537037,63,24,20.182,45.64986,12.44986
ColliOrientali,2004-03-28,13.44,3.08,0,2.997685185,75,36,18.196,45.64986,12.44986
ColliOrientali,2004-03-29,15.41,1.42,0,4.849537037,67,23,19.907,45.64986,12.44986
ColliOrientali,2004-03-30,15.87,4.3,0,7.962962963,47,22,20.433,45.64986,12.44986
ColliOrientali,2004-03-31,15.69,6.68,0,4.1,68,21,18.908,45.64986,12.44986
ColliOrientali,2004-04-01,15.07,9.03,0,2.430555556,100,73,4.672,45.64986,12.44986
ColliOrientali,2004-04-02,19.38,8.44,0,3.634259259,89,46,14.631,45.64986,12.44986
ColliOrientali,2004-04-03,16.84,8.47,0,2.12962963,100,68,13.961,45.64986,12.44986
ColliOrientali,2004-04-04,15.46,9.91,0,1.840277778,100,70,10.185,45.64986,12.44986
ColliOrientali,2004-04-05,19.35,9.12,0,3.391203704,100,78,2.789,45.64986,12.44986
ColliOrientali,2004-04-06,15.67,8.71,10.9,7.766203704,97,70,3.572,45.64986,12.44986
ColliOrientali,2004-04-07,14.11,6.14,3.5,4.62962963,92,45,11.087,45.64986,12.44986
ColliOrientali,2004-04-08,14.49,2.18,0,4.733796296,88,32,22.119,45.64986,12.44986
ColliOrientali,2004-04-09,12.74,6.94,2.7,5.972222222,76,35,7.665,45.64986,12.44986
ColliOrientali,2004-04-10,15.86,5.88,0,5.543981481,76,49,12.429,45.64986,12.44986
ColliOrientali,2004-04-11,16.82,4.22,0,3.368055556,81,35,21.668,45.64986,12.44986
ColliOrientali,2004-04-12,15.13,8.56,7.2,4.270833333,70,23,8.418,45.64986,12.44986
ColliOrientali,2004-04-13,16.37,6.86,1.8,2.395833333,99,38,9.272,45.64986,12.44986
ColliOrientali,2004-04-14,15.15,6.56,0,2.465277778,97,57,15.086,45.64986,12.44986
ColliOrientali,2004-04-15,14.97,7.46,2.7,2.708333333,89,38,10.377,45.64986,12.44986
ColliOrientali,2004-04-16,13.67,9,5.9,1.967592593,99,64,7.832,45.64986,12.44986
ColliOrientali,2004-04-17,16.55,8.58,1.6,2.511574074,99,63,10.168,45.64986,12.44986
ColliOrientali,2004-04-18,15,10.75,1.8,1.909722222,100,82,6.828,45.64986,12.44986
ColliOrientali,2004-04-19,16.31,9.5,3.9,3.657407407,100,76,6.779,45.64986,12.44986
ColliOrientali,2004-04-20,19.65,9.09,3.8,3.055555556,92,46,16.915,45.64986,12.44986
ColliOrientali,2004-04-21,22.19,10.28,0,3.090277778,86,26,24.564,45.64986,12.44986
ColliOrientali,2004-04-22,22.34,9.32,0,3.391203704,85,31,23.771,45.64986,12.44986
ColliOrientali,2004-04-23,23.91,9.82,0,4.050925926,87,40,18.074,45.64986,12.44986
ColliOrientali,2004-04-24,22.67,10.78,7.2,4.826388889,91,38,9.758,45.64986,12.44986
ColliOrientali,2004-04-25,19.74,7.67,0,3.518518519,85,18,20.852,45.64986,12.44986
ColliOrientali,2004-04-26,19.66,8.7,0,3.37962963,70,30,17.167,45.64986,12.44986
ColliOrientali,2004-04-27,20.15,8.96,0,3.553240741,60,29,22.267,45.64986,12.44986
ColliOrientali,2004-04-28,21.02,8.88,0,3.449074074,87,29,23.187,45.64986,12.44986
ColliOrientali,2004-04-29,19.35,11.67,0,3.18287037,88,59,8.418,45.64986,12.44986
ColliOrientali,2004-04-30,17.12,13.12,5.1,2.822222222,100,55,6.123,45.64986,12.44986
ColliOrientali,2004-05-01,19.28,12.36,0,2.013888889,100,78,6.214,45.64986,12.44986
ColliOrientali,2004-05-02,20.36,9.99,0,2.881944444,100,57,19.825,45.64986,12.44986
ColliOrientali,2004-05-03,18.07,10.96,0,3.576388889,91,70,9.171,45.64986,12.44986
ColliOrientali,2004-05-04,16.21,12.4,22.9,4.43287037,97,74,6.021,45.64986,12.44986
ColliOrientali,2004-05-05,17.22,12,12.8,3.576388889,100,78,5.433,45.64986,12.44986
ColliOrientali,2004-05-06,17.85,10.05,5.5,4.212962963,100,51,15.771,45.64986,12.44986
ColliOrientali,2004-05-07,15.74,7.22,13.3,4.363425926,97,76,6.261,45.64986,12.44986
ColliOrientali,2004-05-08,15.89,7.69,4.9,3.530092593,98,63,13.989,45.64986,12.44986
ColliOrientali,2004-05-09,17.43,8.03,5,3.530092593,100,78,7.666,45.64986,12.44986
ColliOrientali,2004-05-10,18.94,7.82,0,2.87037037,100,44,22.781,45.64986,12.44986
ColliOrientali,2004-05-11,20.36,11.24,0,3.125,97,51,26.091,45.64986,12.44986
ColliOrientali,2004-05-12,20.99,9.12,0,2.453703704,100,38,18.085,45.64986,12.44986
ColliOrientali,2004-05-13,20.9,11.32,0,2.118055556,100,53,15.745,45.64986,12.44986
ColliOrientali,2004-05-14,21.39,10.07,1.4,3.020833333,100,26,23.966,45.64986,12.44986
ColliOrientali,2004-05-15,21.17,11.97,0,2.615740741,82,36,25.702,45.64986,12.44986
ColliOrientali,2004-05-16,22.5,11.16,0,3.425925926,90,24,21.577,45.64986,12.44986
ColliOrientali,2004-05-17,22.39,11.85,0,2.395833333,81,38,19.816,45.64986,12.44986
ColliOrientali,2004-05-18,22.35,13.33,0,2.905092593,87,39,25.143,45.64986,12.44986
ColliOrientali,2004-05-19,23.4,12.29,0,3.020833333,93,28,25.971,45.64986,12.44986
ColliOrientali,2004-05-20,23.88,13.58,0,3.634259259,78,28,26.558,45.64986,12.44986
ColliOrientali,2004-05-21,23.74,14.94,0,3.981481481,79,41,20.69,45.64986,12.44986
ColliOrientali,2004-05-22,22.19,13.12,13.1,4.699074074,94,56,4.8,45.64986,12.44986
ColliOrientali,2004-05-23,18.81,8.28,5.2,3.703703704,78,42,19.386,45.64986,12.44986
ColliOrientali,2004-05-24,18.99,9.29,0,3.391203704,71,19,29.589,45.64986,12.44986
ColliOrientali,2004-05-25,20.21,7.07,0,3.715277778,78,23,28.221,45.64986,12.44986
ColliOrientali,2004-05-26,20.81,9.6,0,3.506944444,79,32,25.704,45.64986,12.44986
ColliOrientali,2004-05-27,21.68,10.87,0,3.263888889,76,24,26.395,45.64986,12.44986
ColliOrientali,2004-05-28,19.74,12.92,0,5.023148148,92,60,6.289,45.64986,12.44986
ColliOrientali,2004-05-29,21.22,10.73,0,1.956018519,82,43,13.851,45.64986,12.44986
ColliOrientali,2004-05-30,23.46,12.2,0,3.449074074,72,25,28.549,45.64986,12.44986
ColliOrientali,2004-05-31,24.04,11.86,0,3.533333333,71,31,25.033,45.64986,12.44986
ColliOrientali,2004-06-01,19.63,15.29,0,2.986111111,94,44,10.072,45.64986,12.44986
ColliOrientali,2004-06-02,22.64,13.73,3.7,3.229166667,95,48,23.917,45.64986,12.44986
ColliOrientali,2004-06-03,23.1,12.4,0,3.49537037,90,42,19.229,45.64986,12.44986
ColliOrientali,2004-06-04,24.65,13.58,0,2.881944444,78,36,21.422,45.64986,12.44986
ColliOrientali,2004-06-05,23.09,15.18,3.9,3.275462963,96,51,13.869,45.64986,12.44986
ColliOrientali,2004-06-06,23.27,13.79,0,2.905092593,96,38,22.848,45.64986,12.44986
ColliOrientali,2004-06-07,25.07,13.38,0,3.611111111,87,34,28.228,45.64986,12.44986
ColliOrientali,2004-06-08,27.3,14.65,0,3.171296296,92,45,26.905,45.64986,12.44986
ColliOrientali,2004-06-09,28.85,15.86,0,3.090277778,91,32,27.172,45.64986,12.44986
ColliOrientali,2004-06-10,29.49,18.2,0,3.136574074,89,41,23.583,45.64986,12.44986
ColliOrientali,2004-06-11,30.18,17.89,0,4.247685185,88,41,23.078,45.64986,12.44986
ColliOrientali,2004-06-12,27.34,17.72,13.3,4.490740741,92,23,23.776,45.64986,12.44986
ColliOrientali,2004-06-13,21.66,13.49,0,4.375,87,46,10.845,45.64986,12.44986
ColliOrientali,2004-06-14,25.25,15.58,0,3.622685185,72,31,24.316,45.64986,12.44986
ColliOrientali,2004-06-15,25.3,14.35,0,3.229166667,87,36,26.97,45.64986,12.44986
ColliOrientali,2004-06-16,25.83,17.29,0,2.418981481,91,50,19.876,45.64986,12.44986
ColliOrientali,2004-06-17,25.11,17.02,0,3.69212963,75,33,29.103,45.64986,12.44986
ColliOrientali,2004-06-18,27.07,16.16,0,3.344907407,78,34,25.018,45.64986,12.44986
ColliOrientali,2004-06-19,25.17,17.6,0,5.011574074,91,49,16.888,45.64986,12.44986
ColliOrientali,2004-06-20,21.21,15.32,14.6,4.560185185,97,85,4.806,45.64986,12.44986
ColliOrientali,2004-06-21,23.4,12.84,0,4.328703704,95,60,19.433,45.64986,12.44986
ColliOrientali,2004-06-22,24.77,14.58,0,3.530092593,92,49,20.013,45.64986,12.44986
ColliOrientali,2004-06-23,24.96,15.97,0,2.337962963,97,64,15.757,45.64986,12.44986
ColliOrientali,2004-06-24,26.7,18.12,0,3.75,93,53,16.999,45.64986,12.44986
ColliOrientali,2004-06-25,25.56,17.69,0,4.918981481,97,65,11.971,45.64986,12.44986
ColliOrientali,2004-06-26,26.29,16.24,0,3.831018519,71,27,29.201,45.64986,12.44986
ColliOrientali,2004-06-27,27.21,16.8,0,3.18287037,90,43,25.988,45.64986,12.44986
ColliOrientali,2004-06-28,28.66,19.42,0,2.75462963,89,54,19.254,45.64986,12.44986
ColliOrientali,2004-06-29,27.56,19.24,0,5.787037037,92,54,21.198,45.64986,12.44986
ColliOrientali,2004-06-30,27.65,17.72,0,3.933333333,78,35,27.978,45.64986,12.44986
ColliOrientali,2004-07-01,27.02,16.59,12.7,3.263888889,91,37,20.557,45.64986,12.44986
ColliOrientali,2004-07-02,26.55,17.77,6.3,7.453703704,94,67,7.525,45.64986,12.44986
ColliOrientali,2004-07-03,26.04,14.32,0,4.224537037,81,30,29.154,45.64986,12.44986
ColliOrientali,2004-07-04,28.15,15.72,0,4.62962963,78,40,27.611,45.64986,12.44986
ColliOrientali,2004-07-05,28.48,17.52,0,3.287037037,86,47,26.564,45.64986,12.44986
ColliOrientali,2004-07-06,29.09,18.41,0,3.449074074,84,51,23.87,45.64986,12.44986
ColliOrientali,2004-07-07,29.36,19.67,0,6.099537037,79,40,25.242,45.64986,12.44986
ColliOrientali,2004-07-08,28.82,20.16,0,3.472222222,83,46,21.13,45.64986,12.44986
ColliOrientali,2004-07-09,29.51,19.99,0,3.993055556,76,37,20.131,45.64986,12.44986
ColliOrientali,2004-07-10,27.05,17.01,0,4.733796296,85,34,20.282,45.64986,12.44986
ColliOrientali,2004-07-11,22.46,15.58,0,6.631944444,85,44,14.089,45.64986,12.44986
ColliOrientali,2004-07-12,23.44,12.89,0,4.31712963,77,39,16.533,45.64986,12.44986
ColliOrientali,2004-07-13,25.27,12.78,1.8,4.224537037,76,33,24.524,45.64986,12.44986
ColliOrientali,2004-07-14,26.11,14.44,0,3.37962963,76,31,22.854,45.64986,12.44986
ColliOrientali,2004-07-15,26.21,16.83,0,2.986111111,87,44,21.401,45.64986,12.44986
ColliOrientali,2004-07-16,27.74,17.73,0,2.395833333,93,50,19.356,45.64986,12.44986
ColliOrientali,2004-07-17,28.67,17.97,0,3.229166667,94,37,24.199,45.64986,12.44986
ColliOrientali,2004-07-18,29.18,18.48,0,3.715277778,82,38,26.18,45.64986,12.44986
ColliOrientali,2004-07-19,29.86,18.37,0,3.159722222,80,26,24.805,45.64986,12.44986
ColliOrientali,2004-07-20,30.91,20.9,0,3.622685185,86,32,24.732,45.64986,12.44986
ColliOrientali,2004-07-21,31.71,19.94,0,3.599537037,86,33,24.641,45.64986,12.44986
ColliOrientali,2004-07-22,32.89,20.72,0,3.900462963,76,34,24.91,45.64986,12.44986
ColliOrientali,2004-07-23,33.66,21.24,0,4.259259259,76,36,19.681,45.64986,12.44986
ColliOrientali,2004-07-24,31.97,21,0,4.050925926,82,36,13.829,45.64986,12.44986
ColliOrientali,2004-07-25,30.55,20.01,0,2.337962963,70,39,11.795,45.64986,12.44986
ColliOrientali,2004-07-26,30.46,19.82,9.9,3.865740741,95,14,23.1,45.64986,12.44986
ColliOrientali,2004-07-27,26.4,15.86,0,3.136574074,94,32,23.295,45.64986,12.44986
ColliOrientali,2004-07-28,26.06,16.49,0,3.506944444,83,25,25.207,45.64986,12.44986
ColliOrientali,2004-07-29,27.38,16.38,0,3.240740741,72,35,25.75,45.64986,12.44986
ColliOrientali,2004-07-30,28.52,16.78,0,2.858796296,85,43,25.824,45.64986,12.44986
ColliOrientali,2004-07-31,30.35,19.5,0,3.255555556,84,41,24.49,45.64986,12.44986
ColliOrientali,2004-08-01,30.43,19.88,0,3.194444444,90,45,22.787,45.64986,12.44986
ColliOrientali,2004-08-02,31.45,19.25,0,3.645833333,87,30,24.827,45.64986,12.44986
ColliOrientali,2004-08-03,30.13,19.88,7.1,3.043981481,89,41,19.478,45.64986,12.44986
ColliOrientali,2004-08-04,27.37,19.25,0,3.009259259,93,43,22.923,45.64986,12.44986
ColliOrientali,2004-08-05,30.14,18.81,0,3.229166667,94,34,20.226,45.64986,12.44986
ColliOrientali,2004-08-06,31.63,19.01,0,3.668981481,91,35,20.547,45.64986,12.44986
ColliOrientali,2004-08-07,29.76,19,14.9,3.854166667,100,46,16.045,45.64986,12.44986
ColliOrientali,2004-08-08,26.1,18.13,6.3,4.467592593,99,57,17.071,45.64986,12.44986
ColliOrientali,2004-08-09,27.61,16.96,0,3.287037037,92,49,23.971,45.64986,12.44986
ColliOrientali,2004-08-10,29.75,18.94,0,4.363425926,84,33,22.672,45.64986,12.44986
ColliOrientali,2004-08-11,28.42,19.47,0,3.611111111,87,46,21.625,45.64986,12.44986
ColliOrientali,2004-08-12,28.92,20.83,0,3.020833333,97,52,20.697,45.64986,12.44986
ColliOrientali,2004-08-13,31.02,20.45,2.1,5.717592593,98,63,10.13,45.64986,12.44986
ColliOrientali,2004-08-14,28.81,17.11,0,3.946759259,87,36,24.091,45.64986,12.44986
ColliOrientali,2004-08-15,29.83,17.53,0,3.564814815,92,32,20.979,45.64986,12.44986
ColliOrientali,2004-08-16,28.32,16.87,0,3.425925926,89,48,19.389,45.64986,12.44986
ColliOrientali,2004-08-17,28.39,17.4,0,3.171296296,90,41,20.87,45.64986,12.44986
ColliOrientali,2004-08-18,29.53,19.39,0,4.074074074,89,39,20.213,45.64986,12.44986
ColliOrientali,2004-08-19,30.29,19.54,0,2.893518519,93,57,20.319,45.64986,12.44986
ColliOrientali,2004-08-20,30.2,21.67,0,3.69212963,94,70,10.71,45.64986,12.44986
ColliOrientali,2004-08-21,28.34,17.41,4,5.428240741,92,49,13.066,45.64986,12.44986
ColliOrientali,2004-08-22,26.08,13.27,0,3.969907407,77,31,23.682,45.64986,12.44986
ColliOrientali,2004-08-23,26.88,14.64,0,3.784722222,81,28,22.831,45.64986,12.44986
ColliOrientali,2004-08-24,27.1,17.14,0,3.49537037,81,43,17.386,45.64986,12.44986
ColliOrientali,2004-08-25,28.72,17.27,0,4.039351852,88,46,15.874,45.64986,12.44986
ColliOrientali,2004-08-26,26.49,16.66,0,4.74537037,92,58,9.851,45.64986,12.44986
ColliOrientali,2004-08-27,26.59,13.51,0,4.050925926,85,43,22.641,45.64986,12.44986
ColliOrientali,2004-08-28,27.35,15.01,0,3.773148148,86,35,21.691,45.64986,12.44986
ColliOrientali,2004-08-29,27.63,15.9,0,3.865740741,80,34,21.006,45.64986,12.44986
ColliOrientali,2004-08-30,27.71,17.68,0,3.842592593,91,50,16.282,45.64986,12.44986
ColliOrientali,2004-08-31,26.31,17.96,4.8,5.666666667,98,76,3.525,45.64986,12.44986
ColliOrientali,2004-09-01,24.53,15.71,0,7.094907407,88,51,13.807,45.64986,12.44986
ColliOrientali,2004-09-02,26.92,14.51,0,5.555555556,78,50,20.895,45.64986,12.44986
ColliOrientali,2004-09-03,27.93,15.32,0,4.340277778,82,46,20.797,45.64986,12.44986
ColliOrientali,2004-09-04,30.41,17.45,0,4.74537037,78,45,16.404,45.64986,12.44986
ColliOrientali,2004-09-05,29.45,16.64,0,3.18287037,78,40,18.844,45.64986,12.44986
ColliOrientali,2004-09-06,28.15,17.53,0,4.594907407,72,34,20.177,45.64986,12.44986
ColliOrientali,2004-09-07,27.75,15,0,4.62962963,72,31,20.16,45.64986,12.44986
ColliOrientali,2004-09-08,27.86,14.87,0,4.131944444,74,33,19.105,45.64986,12.44986
ColliOrientali,2004-09-09,25.7,14.64,0,3.993055556,60,36,19.458,45.64986,12.44986
ColliOrientali,2004-09-10,23.73,14.86,0,4.62962963,63,29,19.106,45.64986,12.44986
ColliOrientali,2004-09-11,23.69,11.61,0,3.483796296,87,35,17.828,45.64986,12.44986
ColliOrientali,2004-09-12,23.47,14.92,1.6,3.831018519,96,74,3.086,45.64986,12.44986
ColliOrientali,2004-09-13,25.79,13.61,0,3.506944444,95,48,16.359,45.64986,12.44986
ColliOrientali,2004-09-14,24.44,14.97,32.1,2.905092593,98,48,14.133,45.64986,12.44986
ColliOrientali,2004-09-15,23.62,16.2,25.2,2.928240741,100,76,8.913,45.64986,12.44986
ColliOrientali,2004-09-16,21.23,14.29,4.6,4.0625,96,63,5.673,45.64986,12.44986
ColliOrientali,2004-09-17,23.13,12.4,0,5.983796296,71,36,18.007,45.64986,12.44986
ColliOrientali,2004-09-18,23.65,12,0,5.775462963,73,33,18.382,45.64986,12.44986
ColliOrientali,2004-09-19,24.52,11.5,0,3.946759259,86,39,17.532,45.64986,12.44986
ColliOrientali,2004-09-20,25.46,13.07,0,3.530092593,91,32,16.921,45.64986,12.44986
ColliOrientali,2004-09-21,24.89,14.57,0,2.673611111,97,68,6.632,45.64986,12.44986
ColliOrientali,2004-09-22,24.21,15.57,0,5.810185185,93,49,15.221,45.64986,12.44986
ColliOrientali,2004-09-23,24.15,14.23,0,4.340277778,93,66,4.721,45.64986,12.44986
ColliOrientali,2004-09-24,21.85,13.84,21.4,5.162037037,97,60,1.135,45.64986,12.44986
ColliOrientali,2004-09-25,19.81,8.36,0,2.905092593,87,35,14.087,45.64986,12.44986
ColliOrientali,2004-09-26,21.61,8.01,0,4.050925926,83,22,16.933,45.64986,12.44986
ColliOrientali,2004-09-27,20.98,7.86,0,3.356481481,76,28,16.627,45.64986,12.44986
ColliOrientali,2004-09-28,20.99,8.7,0,3.80787037,82,38,14.976,45.64986,12.44986
ColliOrientali,2004-09-29,21.6,9.65,0,3.680555556,87,36,14.208,45.64986,12.44986
ColliOrientali,2004-09-30,22.85,11.25,0,3.766666667,89,58,10.954,45.64986,12.44986
ColliOrientali,2004-10-01,23.77,14.23,0,3.333333333,95,85,3.268,45.64986,12.44986
ColliOrientali,2004-10-02,22.48,14.2,0,3.773148148,98,74,5.831,45.64986,12.44986
ColliOrientali,2004-10-03,22.8,15.09,0,3.761574074,96,53,12.393,45.64986,12.44986
ColliOrientali,2004-10-04,22.59,13.16,0,3.773148148,95,48,12.169,45.64986,12.44986
ColliOrientali,2004-10-05,22.5,14.91,0,2.118055556,99,67,8.016,45.64986,12.44986
ColliOrientali,2004-10-06,22.85,14.76,0,1.712962963,99,84,4.014,45.64986,12.44986
ColliOrientali,2004-10-07,23.32,15.11,0,2.546296296,100,64,7.74,45.64986,12.44986
