param, value
BBCHParameters_bbch08,10.395232882063773
BBCHParameters_bbch55,67.09426197166874
BBCHParameters_bbch63,89.50369810846772
BBCHParameters_bbch65,37.002812342611435
BBCHParameters_bbch68,26.701838587167604
BBCHParameters_bbch81,57.22788054408849
BBCHParameters_bbch85,76.05481518246879
phenomenalsParameters_chillThreshold,8.318077499169732
phenomenalsParameters_chillingRequirement,122.2284887148405
phenomenalsParameters_cycleLength,2101.0826155825616
