param, value
BBCHParameters_bbch08,13.468311303895586
BBCHParameters_bbch55,52.50688227020543
BBCHParameters_bbch63,82.5040141869436
BBCHParameters_bbch65,39.703582743273785
BBCHParameters_bbch68,15.325272434568502
BBCHParameters_bbch81,53.49336598254803
BBCHParameters_bbch85,71.97883555903903
phenomenalsParameters_chillThreshold,7.287962444533858
phenomenalsParameters_chillingRequirement,139.2051859771474
phenomenalsParameters_cycleLength,2294.571801017134
